rush_rk,player,rush_age,rush_g,rush_gs,rush_att,rush_yds,rush_td,rush_1d,rush_succ%,rush_lng,rush_y/a,rush_y/g,rush_a/g,rush_fmb,rush_awards,rec_rk,rec_age,rec_g,rec_gs,rec_tgt,rec_rec,rec_yds,rec_y/r,rec_td,rec_1d,rec_succ%,rec_lng,rec_r/g,rec_y/g,rec_ctch%,rec_y/tgt,rec_fmb,rec_awards
362.0,A.J. Brown,27.0,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,AP-2,37.0,27.0,13.0,13.0,97.0,67.0,1079.0,16.1,7.0,51.0,62.9,67.0,5.2,83.0,69.1,11.1,0.0,AP-2
553.0,Adam Thielen,34.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,84.0,34.0,10.0,10.0,62.0,48.0,615.0,12.8,5.0,28.0,58.1,40.0,4.8,61.5,77.4,9.9,0.0,
223.0,Adonai Mitchell,22.0,17.0,7.0,4.0,6.0,0.0,1.0,50.0,10.0,1.5,0.4,0.2,2.0,,187.0,22.0,17.0,7.0,55.0,23.0,312.0,13.6,0.0,16.0,36.4,36.0,1.4,18.4,41.8,5.7,2.0,
273.0,Ainias Smith,23.0,7.0,1.0,2.0,6.0,0.0,1.0,50.0,4.0,3.0,0.9,0.3,0.0,,315.0,23.0,7.0,1.0,9.0,7.0,41.0,5.9,1.0,1.0,33.3,15.0,1.0,5.9,77.8,4.6,0.0,
509.0,Alec Pierce,24.0,16.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,128.0,24.0,16.0,13.0,69.0,37.0,824.0,22.3,7.0,32.0,52.2,65.0,2.3,51.5,53.6,11.9,0.0,
344.0,Alex Bachman,28.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,361.0,28.0,6.0,1.0,3.0,3.0,31.0,10.3,0.0,2.0,66.7,18.0,0.5,5.2,100.0,10.3,0.0,
470.0,Allen Lazard,29.0,12.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,126.0,29.0,12.0,10.0,60.0,37.0,530.0,14.3,6.0,29.0,58.3,52.0,3.1,44.2,61.7,8.8,0.0,
523.0,Allen Robinson,31.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,384.0,31.0,12.0,0.0,7.0,3.0,30.0,10.0,0.0,3.0,42.9,21.0,0.3,2.5,42.9,4.3,0.0,
380.0,Amari Cooper,30.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,14.0,10.0,85.0,44.0,547.0,12.4,4.0,25.0,42.4,30.0,3.1,39.1,51.8,6.4,0.0,
380.0,Amari Cooper,30.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,6.0,6.0,53.0,24.0,250.0,10.4,2.0,11.0,35.8,24.0,4.0,41.7,45.3,4.7,0.0,
380.0,Amari Cooper,30.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,8.0,4.0,32.0,20.0,297.0,14.9,2.0,14.0,53.1,30.0,2.5,37.1,62.5,9.3,0.0,
380.0,Amari Cooper,30.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,14.0,10.0,85.0,44.0,547.0,12.4,4.0,25.0,42.4,30.0,3.1,39.1,51.8,6.4,0.0,
380.0,Amari Cooper,30.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,6.0,6.0,53.0,24.0,250.0,10.4,2.0,11.0,35.8,24.0,4.0,41.7,45.3,4.7,0.0,
380.0,Amari Cooper,30.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,8.0,4.0,32.0,20.0,297.0,14.9,2.0,14.0,53.1,30.0,2.5,37.1,62.5,9.3,0.0,
380.0,Amari Cooper,30.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,14.0,10.0,85.0,44.0,547.0,12.4,4.0,25.0,42.4,30.0,3.1,39.1,51.8,6.4,0.0,
380.0,Amari Cooper,30.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,6.0,6.0,53.0,24.0,250.0,10.4,2.0,11.0,35.8,24.0,4.0,41.7,45.3,4.7,0.0,
380.0,Amari Cooper,30.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,99.0,30.0,8.0,4.0,32.0,20.0,297.0,14.9,2.0,14.0,53.1,30.0,2.5,37.1,62.5,9.3,0.0,
275.0,Amon-Ra St. Brown,25.0,17.0,17.0,2.0,6.0,0.0,1.0,50.0,10.0,3.0,0.4,0.1,1.0,"PB,AP-1,AP OPoY-11",2.0,25.0,17.0,17.0,141.0,115.0,1263.0,11.0,12.0,73.0,70.2,66.0,6.8,74.3,81.6,9.0,1.0,"PB,AP-1,AP OPoY-11"
443.0,Andrei Iosivas,25.0,17.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,131.0,25.0,17.0,8.0,61.0,36.0,479.0,13.3,6.0,26.0,55.7,39.0,2.1,28.2,59.0,7.9,0.0,
419.0,Anthony Gould,23.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,426.0,23.0,8.0,0.0,1.0,1.0,23.0,23.0,0.0,1.0,100.0,23.0,0.1,2.9,100.0,23.0,0.0,
489.0,Anthony Miller,30.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,446.0,30.0,2.0,0.0,1.0,1.0,16.0,16.0,0.0,1.0,100.0,16.0,0.5,8.0,100.0,16.0,0.0,
205.0,Ashton Dulin,27.0,15.0,2.0,5.0,45.0,0.0,2.0,100.0,12.0,9.0,3.0,0.3,0.0,,396.0,27.0,15.0,2.0,8.0,2.0,67.0,33.5,1.0,2.0,25.0,54.0,0.1,4.5,25.0,8.4,0.0,
561.0,Austin Trammell,26.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,,406.0,26.0,1.0,0.0,3.0,2.0,40.0,20.0,0.0,2.0,66.7,22.0,2.0,40.0,66.7,13.3,1.0,
