rk,player,age,team,pos,g,gs,att,yds,td,1d,succ%,lng,y/a,y/g,a/g,fmb,awards
31.0,Jeff Wilson,27.0,2TM,RB,16.0,7.0,176.0,860.0,5.0,43.0,50.0,41.0,4.9,53.8,11.0,3.0,
31.0,Jeff Wilson,27.0,SFO,RB,8.0,6.0,92.0,468.0,2.0,22.0,52.2,41.0,5.1,58.5,11.5,2.0,
31.0,Jeff Wilson,27.0,MIA,RB,8.0,1.0,84.0,392.0,3.0,21.0,47.6,28.0,4.7,49.0,10.5,1.0,
32.0,Latavius Murray,32.0,2TM,RB,13.0,7.0,171.0,760.0,6.0,44.0,53.8,52.0,4.4,58.5,13.2,1.0,
32.0,Latavius Murray,32.0,NOR,RB,1.0,0.0,11.0,57.0,1.0,4.0,81.8,10.0,5.2,57.0,11.0,0.0,
32.0,Latavius Murray,32.0,DEN,RB,12.0,7.0,160.0,703.0,5.0,40.0,51.9,52.0,4.4,58.6,13.3,1.0,
33.0,Isiah Pacheco,23.0,KAN,RB,17.0,11.0,170.0,830.0,5.0,37.0,57.1,31.0,4.9,48.8,10.0,4.0,AP ORoY-10
34.0,Jalen Hurts,24.0,PHI,QB,15.0,15.0,165.0,760.0,13.0,67.0,59.4,42.0,4.6,50.7,11.0,9.0,"PB,AP-2,AP MVP-2,AP OPoY-3"
35.0,Justin Fields,23.0,CHI,QB,15.0,15.0,160.0,1143.0,8.0,65.0,56.3,67.0,7.1,76.2,10.7,16.0,AP MVP-9
36.0,Antonio Gibson,24.0,WAS,RB,15.0,6.0,149.0,546.0,3.0,32.0,49.7,20.0,3.7,36.4,9.9,1.0,
37.0,Cordarrelle Patterson,31.0,ATL,RB,13.0,11.0,144.0,695.0,8.0,39.0,60.4,40.0,4.8,53.5,11.1,1.0,
38.0,Khalil Herbert,24.0,CHI,RB,13.0,1.0,129.0,731.0,4.0,26.0,47.3,63.0,5.7,56.2,9.9,0.0,
39.0,Rachaad White,23.0,TAM,RB,17.0,8.0,129.0,481.0,1.0,27.0,49.6,35.0,3.7,28.3,7.6,3.0,
40.0,Josh Allen,26.0,BUF,QB,16.0,16.0,124.0,762.0,7.0,55.0,61.3,44.0,6.1,47.6,7.8,13.0,"PB,AP MVP-3,AP OPoY-8"
41.0,Kareem Hunt,27.0,CLE,RB,17.0,0.0,123.0,468.0,3.0,30.0,48.0,24.0,3.8,27.5,7.2,1.0,
42.0,Daniel Jones,25.0,NYG,QB,16.0,16.0,120.0,708.0,7.0,57.0,59.2,25.0,5.9,44.3,7.5,6.0,AP CPoY-11
43.0,Michael Carter,23.0,NYJ,RB,16.0,10.0,114.0,402.0,3.0,14.0,42.1,25.0,3.5,25.1,7.1,2.0,
44.0,Lamar Jackson,25.0,BAL,QB,12.0,12.0,112.0,764.0,3.0,47.0,64.3,79.0,6.8,63.7,9.3,5.0,
45.0,James Robinson,24.0,2TM,RB,11.0,5.0,110.0,425.0,3.0,22.0,35.5,50.0,3.9,38.6,10.0,1.0,
45.0,James Robinson,24.0,JAX,RB,7.0,5.0,81.0,340.0,3.0,18.0,37.0,50.0,4.2,48.6,11.6,1.0,
45.0,James Robinson,24.0,NYJ,RB,4.0,0.0,29.0,85.0,0.0,4.0,31.0,16.0,2.9,21.3,7.3,0.0,
46.0,Kenyan Drake,28.0,BAL,RB,12.0,5.0,109.0,482.0,4.0,21.0,45.0,40.0,4.4,40.2,9.1,1.0,
47.0,Damien Harris,25.0,NWE,RB,11.0,9.0,106.0,462.0,3.0,23.0,50.0,30.0,4.4,42.0,9.6,0.0,
48.0,D'Andre Swift,23.0,DET,RB,14.0,8.0,99.0,542.0,5.0,21.0,47.5,50.0,5.5,38.7,7.1,1.0,
49.0,Taysom Hill,32.0,NOR,TE/QB,16.0,8.0,96.0,575.0,7.0,34.0,55.2,60.0,6.0,35.9,6.0,2.0,
50.0,Chuba Hubbard,23.0,CAR,RB,15.0,2.0,95.0,466.0,2.0,23.0,45.3,35.0,4.9,31.1,6.3,2.0,
51.0,Samaje Perine,27.0,CIN,RB,16.0,2.0,95.0,394.0,2.0,19.0,49.5,29.0,4.1,24.6,5.9,0.0,
52.0,Zack Moss,25.0,2TM,RB,13.0,3.0,93.0,456.0,1.0,18.0,47.3,43.0,4.9,35.1,7.2,1.0,
52.0,Zack Moss,25.0,BUF,RB,5.0,0.0,17.0,91.0,0.0,3.0,35.3,43.0,5.4,18.2,3.4,1.0,
52.0,Zack Moss,25.0,IND,RB,8.0,3.0,76.0,365.0,1.0,15.0,50.0,34.0,4.8,45.6,9.5,0.0,
53.0,J.K. Dobbins,24.0,BAL,RB,8.0,8.0,92.0,520.0,2.0,26.0,57.6,44.0,5.7,65.0,11.5,0.0,
54.0,Melvin Gordon,29.0,DEN,RB,10.0,6.0,90.0,318.0,2.0,15.0,50.0,17.0,3.5,31.8,9.0,5.0,
55.0,James Cook,23.0,BUF,RB,16.0,0.0,89.0,507.0,2.0,25.0,50.6,33.0,5.7,31.7,5.6,1.0,
56.0,Gus Edwards,27.0,BAL,RB,9.0,4.0,87.0,433.0,3.0,30.0,59.8,37.0,5.0,48.1,9.7,1.0,
57.0,Zonovan Knight,21.0,NYJ,RB,7.0,4.0,85.0,300.0,1.0,14.0,38.8,48.0,3.5,42.9,12.1,2.0,
58.0,Marcus Mariota,29.0,ATL,QB,13.0,13.0,85.0,438.0,4.0,30.0,57.6,30.0,5.2,33.7,6.5,8.0,
59.0,Breece Hall,21.0,NYJ,RB,7.0,2.0,80.0,463.0,4.0,20.0,50.0,62.0,5.8,66.1,11.4,1.0,
60.0,Jaylen Warren,24.0,PIT,RB,16.0,0.0,77.0,379.0,1.0,20.0,53.2,31.0,4.9,23.7,4.8,1.0,
61.0,Eno Benjamin,23.0,3TM,RB,15.0,3.0,77.0,313.0,2.0,14.0,46.8,45.0,4.1,20.9,5.1,0.0,
61.0,Eno Benjamin,23.0,ARI,RB,10.0,3.0,70.0,299.0,2.0,14.0,48.6,45.0,4.3,29.9,7.0,0.0,
61.0,Eno Benjamin,23.0,HOU,RB,2.0,0.0,3.0,1.0,0.0,0.0,33.3,4.0,0.3,0.5,1.5,0.0,
61.0,Eno Benjamin,23.0,NOR,RB,3.0,0.0,4.0,13.0,0.0,0.0,25.0,8.0,3.3,4.3,1.3,0.0,
62.0,Caleb Huntley,24.0,ATL,RB,12.0,0.0,76.0,366.0,1.0,18.0,61.8,30.0,4.8,30.5,6.3,1.0,
63.0,Joe Burrow,26.0,CIN,QB,16.0,16.0,75.0,257.0,5.0,28.0,49.3,23.0,3.4,16.1,4.7,6.0,"PB,AP MVP-4,AP OPoY-9"
64.0,Alexander Mattison,24.0,MIN,RB,17.0,0.0,74.0,283.0,5.0,21.0,47.3,15.0,3.8,16.6,4.4,0.0,
65.0,Jerick McKinnon,30.0,KAN,RB,17.0,0.0,72.0,291.0,1.0,12.0,45.8,30.0,4.0,17.1,4.2,1.0,AP CPoY-12
66.0,Clyde Edwards-Helaire,23.0,KAN,RB,10.0,6.0,71.0,302.0,3.0,15.0,49.3,52.0,4.3,30.2,7.1,0.0,
67.0,Darrell Henderson,25.0,LAR,RB,10.0,7.0,70.0,283.0,3.0,14.0,42.9,23.0,4.0,28.3,7.0,0.0,
68.0,Joshua Kelley,25.0,LAC,RB,13.0,1.0,69.0,287.0,2.0,16.0,56.5,22.0,4.2,22.1,5.3,0.0,
69.0,Deon Jackson,23.0,IND,RB,16.0,2.0,68.0,236.0,1.0,13.0,38.2,17.0,3.5,14.8,4.3,1.0,
70.0,Geno Smith,32.0,SEA,QB,17.0,17.0,68.0,366.0,1.0,24.0,55.9,25.0,5.4,21.5,4.0,8.0,"PB,AP MVP-9,AP CPoY-1"
71.0,Chase Edmonds,26.0,2TM,RB,13.0,3.0,68.0,245.0,2.0,8.0,42.6,28.0,3.6,18.8,5.2,0.0,
71.0,Chase Edmonds,26.0,MIA,RB,8.0,2.0,42.0,120.0,2.0,6.0,40.5,28.0,2.9,15.0,5.3,0.0,
71.0,Chase Edmonds,26.0,DEN,RB,5.0,1.0,26.0,125.0,0.0,2.0,46.2,25.0,4.8,25.0,5.2,0.0,
72.0,Kyler Murray,25.0,ARI,QB,11.0,11.0,67.0,418.0,3.0,23.0,61.2,42.0,6.2,38.0,6.1,8.0,
73.0,Mark Ingram,33.0,NOR,RB,10.0,3.0,62.0,233.0,1.0,12.0,46.8,14.0,3.8,23.3,6.2,2.0,
74.0,Trevor Lawrence,23.0,JAX,QB,17.0,17.0,62.0,291.0,5.0,27.0,59.7,24.0,4.7,17.1,3.6,12.0,"PB,AP MVP-7,AP CPoY-12"
75.0,Patrick Mahomes,27.0,KAN,QB,17.0,17.0,61.0,358.0,4.0,25.0,59.0,20.0,5.9,21.1,3.6,5.0,"PB,AP-1,AP MVP-1,AP OPoY-2"
76.0,Rashaad Penny,26.0,SEA,RB,5.0,5.0,57.0,346.0,2.0,15.0,47.4,41.0,6.1,69.2,11.4,1.0,
77.0,Kenny Pickett,24.0,PIT,QB,13.0,12.0,55.0,237.0,3.0,23.0,60.0,23.0,4.3,18.2,4.2,4.0,AP ORoY-6
78.0,Russell Wilson,34.0,DEN,QB,15.0,15.0,55.0,277.0,3.0,21.0,50.9,19.0,5.0,18.5,3.7,6.0,
79.0,Matt Breida,27.0,NYG,RB,17.0,1.0,54.0,220.0,1.0,13.0,50.0,18.0,4.1,12.9,3.2,0.0,
80.0,Justin Herbert,24.0,LAC,QB,17.0,17.0,54.0,147.0,0.0,17.0,40.7,23.0,2.7,8.6,3.2,8.0,AP MVP-9
81.0,Boston Scott,27.0,PHI,RB,15.0,2.0,54.0,217.0,3.0,12.0,46.3,21.0,4.0,14.5,3.6,0.0,
82.0,Kenneth Gainwell,23.0,PHI,RB,17.0,0.0,53.0,240.0,4.0,17.0,62.3,13.0,4.5,14.1,3.1,0.0,
83.0,Jacoby Brissett,30.0,CLE,QB,16.0,11.0,49.0,243.0,2.0,28.0,65.3,22.0,5.0,15.2,3.1,6.0,
84.0,Justice Hill,25.0,BAL,RB,15.0,0.0,49.0,262.0,0.0,15.0,59.2,34.0,5.3,17.5,3.3,2.0,
85.0,Mac Jones,24.0,NWE,QB,14.0,14.0,47.0,102.0,1.0,12.0,34.0,15.0,2.2,7.3,3.4,5.0,
86.0,Javonte Williams,22.0,DEN,RB,4.0,4.0,47.0,204.0,0.0,9.0,48.9,17.0,4.3,51.0,11.8,1.0,
87.0,Jamycal Hasty,26.0,JAX,RB,17.0,0.0,46.0,194.0,2.0,7.0,37.0,61.0,4.2,11.4,2.7,0.0,
88.0,Elijah Mitchell,24.0,SFO,RB,5.0,1.0,45.0,279.0,2.0,15.0,71.1,37.0,6.2,55.8,9.0,0.0,
89.0,Dak Prescott,29.0,DAL,QB,12.0,12.0,45.0,182.0,1.0,19.0,51.1,25.0,4.0,15.2,3.8,4.0,
90.0,Tyler Huntley,24.0,BAL,QB,6.0,4.0,43.0,137.0,1.0,12.0,39.5,14.0,3.2,22.8,7.2,3.0,PB
91.0,Jordan Mason,23.0,SFO,RB,16.0,0.0,43.0,258.0,1.0,10.0,58.1,55.0,6.0,16.1,2.7,0.0,
92.0,Justin Jackson,26.0,DET,RB,16.0,0.0,42.0,170.0,1.0,8.0,45.2,27.0,4.0,10.6,2.6,0.0,
93.0,Dare Ogunbowale,28.0,HOU,RB,17.0,4.0,42.0,123.0,1.0,10.0,42.9,11.0,2.9,7.2,2.5,0.0,
94.0,Deebo Samuel,26.0,SFO,WR,13.0,12.0,42.0,232.0,3.0,8.0,40.5,51.0,5.5,17.8,3.2,3.0,
95.0,Royce Freeman,26.0,HOU,RB,4.0,1.0,41.0,117.0,0.0,7.0,39.0,11.0,2.9,29.3,10.3,1.0,
96.0,Malik Davis,24.0,DAL,RB,12.0,0.0,38.0,161.0,1.0,6.0,39.5,23.0,4.2,13.4,3.2,0.0,
97.0,Curtis Samuel,26.0,WAS,WR,17.0,12.0,38.0,187.0,1.0,11.0,44.7,21.0,4.9,11.0,2.2,1.0,
98.0,Jonathan Williams,28.0,WAS,RB,13.0,2.0,37.0,152.0,0.0,6.0,43.2,23.0,4.1,11.7,2.8,0.0,
99.0,Sony Michel,27.0,LAC,RB,10.0,0.0,36.0,106.0,0.0,8.0,47.2,12.0,2.9,10.6,3.6,0.0,
100.0,Deshaun Watson,27.0,CLE,QB,6.0,6.0,36.0,175.0,1.0,10.0,47.2,21.0,4.9,29.2,6.0,1.0,
101.0,DeeJay Dallas,24.0,SEA,RB,15.0,0.0,35.0,186.0,0.0,9.0,54.3,27.0,5.3,12.4,2.3,1.0,
102.0,Kyren Williams,22.0,LAR,RB,10.0,0.0,35.0,139.0,0.0,6.0,42.9,17.0,4.0,13.9,3.5,0.0,
103.0,Tyrion Davis-Price,22.0,SFO,RB,6.0,0.0,34.0,99.0,0.0,5.0,32.4,20.0,2.9,16.5,5.7,0.0,
104.0,Aaron Rodgers,39.0,GNB,QB,17.0,17.0,34.0,94.0,1.0,9.0,32.4,18.0,2.8,5.5,2.0,8.0,
105.0,Ryan Tannehill,34.0,TEN,QB,12.0,12.0,34.0,98.0,2.0,12.0,44.1,17.0,2.9,8.2,2.8,3.0,
106.0,Davis Mills,24.0,HOU,QB,15.0,15.0,32.0,108.0,2.0,8.0,28.1,17.0,3.4,7.2,2.1,8.0,
107.0,Gary Brightwell,23.0,NYG,RB,17.0,0.0,31.0,141.0,1.0,9.0,41.9,25.0,4.5,8.3,1.8,0.0,
108.0,Kirk Cousins,34.0,MIN,QB,17.0,17.0,31.0,97.0,2.0,11.0,38.7,19.0,3.1,5.7,1.8,7.0,PB
109.0,Baker Mayfield,27.0,2TM,QB,12.0,10.0,31.0,89.0,1.0,7.0,29.0,17.0,2.9,7.4,2.6,9.0,
109.0,Baker Mayfield,27.0,CAR,QB,7.0,6.0,16.0,52.0,1.0,5.0,25.0,17.0,3.3,7.4,2.3,6.0,
109.0,Baker Mayfield,27.0,LAR,QB,5.0,4.0,15.0,37.0,0.0,2.0,33.3,11.0,2.5,7.4,3.0,3.0,
110.0,Andy Dalton,35.0,NOR,QB,14.0,14.0,30.0,54.0,0.0,6.0,33.3,14.0,1.8,3.9,2.1,5.0,
111.0,Ty Johnson,25.0,NYJ,RB,17.0,1.0,30.0,160.0,1.0,5.0,36.7,32.0,5.3,9.4,1.8,0.0,
112.0,Tom Brady,45.0,TAM,QB,17.0,17.0,29.0,-1.0,1.0,5.0,17.2,2.0,0.0,-0.1,1.7,5.0,
113.0,Jared Goff,28.0,DET,QB,17.0,17.0,29.0,73.0,0.0,5.0,24.1,14.0,2.5,4.3,1.7,7.0,"PB,AP CPoY-6"
114.0,Taylor Heinicke,29.0,WAS,QB,9.0,9.0,28.0,96.0,1.0,6.0,46.4,15.0,3.4,10.7,3.1,7.0,
115.0,Zach Wilson,23.0,NYJ,QB,9.0,9.0,28.0,102.0,1.0,7.0,42.9,18.0,3.6,11.3,3.1,1.0,
116.0,Keaontay Ingram,23.0,ARI,RB,12.0,0.0,27.0,60.0,1.0,4.0,25.9,13.0,2.2,5.0,2.3,0.0,
117.0,Matt Ryan,37.0,IND,QB,12.0,12.0,27.0,70.0,1.0,9.0,37.0,39.0,2.6,5.8,2.3,15.0,
118.0,Malik Willis,23.0,TEN,QB,8.0,3.0,27.0,123.0,1.0,8.0,44.4,17.0,4.6,15.4,3.4,3.0,
119.0,Rex Burkhead,32.0,HOU,RB,16.0,0.0,26.0,80.0,0.0,4.0,53.8,9.0,3.1,5.0,1.6,0.0,
120.0,Sam Darnold,25.0,CAR,QB,6.0,6.0,26.0,106.0,2.0,10.0,38.5,26.0,4.1,17.7,4.3,6.0,
121.0,Hassan Haskins,23.0,TEN,RB,15.0,1.0,25.0,93.0,0.0,5.0,44.0,12.0,3.7,6.2,1.7,0.0,
122.0,Mike Boone,27.0,DEN,RB,9.0,0.0,24.0,102.0,0.0,6.0,33.3,18.0,4.3,11.3,2.7,0.0,
123.0,Derek Carr,31.0,LVR,QB,15.0,15.0,24.0,102.0,0.0,10.0,50.0,20.0,4.3,6.8,1.6,4.0,PB
124.0,Trestan Ebner,23.0,CHI,RB,17.0,0.0,24.0,54.0,0.0,2.0,33.3,11.0,2.3,3.2,1.4,2.0,
125.0,Nyheim Hines,26.0,2TM,RB,16.0,5.0,24.0,33.0,1.0,2.0,20.8,9.0,1.4,2.1,1.5,2.0,
125.0,Nyheim Hines,26.0,IND,RB,7.0,4.0,18.0,36.0,1.0,2.0,22.2,9.0,2.0,5.1,2.6,1.0,
125.0,Nyheim Hines,26.0,BUF,RB,9.0,1.0,6.0,-3.0,0.0,0.0,16.7,3.0,-0.5,-0.3,0.7,1.0,
126.0,Raheem Blackshear,23.0,CAR,RB,13.0,1.0,23.0,77.0,3.0,7.0,47.8,16.0,3.3,5.9,1.8,1.0,
127.0,Jimmy Garoppolo,31.0,SFO,QB,11.0,10.0,23.0,33.0,2.0,12.0,47.8,6.0,1.4,3.0,2.1,3.0,
128.0,Craig Reynolds,26.0,DET,RB,9.0,0.0,23.0,102.0,0.0,4.0,39.1,21.0,4.4,11.3,2.6,0.0,
129.0,Tua Tagovailoa,24.0,MIA,QB,13.0,13.0,23.0,70.0,0.0,4.0,34.8,18.0,3.0,5.4,1.8,6.0,AP MVP-9
130.0,Dontrell Hilliard,27.0,TEN,RB,12.0,1.0,22.0,145.0,0.0,4.0,45.5,30.0,6.6,12.1,1.8,0.0,
131.0,J.D. McKissic,29.0,WAS,RB,8.0,0.0,22.0,95.0,0.0,5.0,40.9,33.0,4.3,11.9,2.8,0.0,
132.0,Brock Purdy,23.0,SFO,QB,9.0,5.0,22.0,13.0,1.0,5.0,27.3,13.0,0.6,1.4,2.4,0.0,AP ORoY-3
133.0,Carson Wentz,30.0,WAS,QB,8.0,7.0,22.0,86.0,1.0,4.0,50.0,18.0,3.9,10.8,2.8,6.0,
134.0,Avery Williams,24.0,ATL,RB,17.0,3.0,22.0,109.0,1.0,6.0,45.5,21.0,5.0,6.4,1.3,1.0,
135.0,Darrel Williams,27.0,ARI,RB,6.0,0.0,21.0,102.0,1.0,8.0,57.1,30.0,4.9,17.0,3.5,0.0,
136.0,Jeff Driskel,29.0,HOU,QB,7.0,2.0,20.0,75.0,0.0,4.0,45.0,10.0,3.8,10.7,2.9,0.0,
137.0,Benny Snell Jr.,24.0,PIT,RB,17.0,0.0,20.0,90.0,1.0,6.0,70.0,16.0,4.5,5.3,1.2,0.0,
138.0,Travis Homer,24.0,SEA,RB,10.0,1.0,19.0,74.0,0.0,4.0,47.4,16.0,3.9,7.4,1.9,1.0,
139.0,Bryce Perkins,26.0,LAR,QB,5.0,1.0,19.0,90.0,0.0,6.0,42.1,23.0,4.7,18.0,3.8,0.0,
140.0,Mitchell Trubisky,28.0,PIT,QB,7.0,5.0,19.0,38.0,2.0,7.0,52.6,9.0,2.0,5.4,2.7,0.0,
141.0,Malcolm Brown,29.0,LAR,RB,11.0,0.0,18.0,81.0,1.0,3.0,33.3,23.0,4.5,7.4,1.6,0.0,
142.0,Kevin Harris,22.0,NWE,RB,5.0,1.0,18.0,52.0,1.0,3.0,33.3,14.0,2.9,10.4,3.6,0.0,
143.0,Isaiah Spiller,21.0,LAC,RB,6.0,0.0,18.0,41.0,0.0,2.0,22.2,11.0,2.3,6.8,3.0,0.0,
144.0,Brandon Bolden,32.0,LVR,RB,16.0,0.0,17.0,66.0,0.0,3.0,35.3,12.0,3.9,4.1,1.1,0.0,
145.0,Sam Ehlinger,24.0,IND,QB,4.0,3.0,17.0,87.0,0.0,5.0,52.9,19.0,5.1,21.8,4.3,2.0,
146.0,Ronald Jones II,25.0,KAN,RB,6.0,0.0,17.0,70.0,1.0,4.0,52.9,13.0,4.1,11.7,2.8,0.0,
147.0,Jaret Patterson,23.0,WAS,RB,3.0,0.0,17.0,78.0,0.0,3.0,47.1,14.0,4.6,26.0,5.7,0.0,
148.0,Brandon Powell,27.0,LAR,WR,17.0,6.0,17.0,80.0,0.0,6.0,47.1,20.0,4.7,4.7,1.0,1.0,
149.0,Ke'Shawn Vaughn,25.0,TAM,RB,15.0,0.0,17.0,53.0,0.0,3.0,52.9,12.0,3.1,3.5,1.1,0.0,
150.0,Zamir White,23.0,LVR,RB,14.0,0.0,17.0,70.0,0.0,4.0,41.2,22.0,4.1,5.0,1.2,0.0,
151.0,Trey Lance,22.0,SFO,QB,2.0,2.0,16.0,67.0,0.0,7.0,56.3,13.0,4.2,33.5,8.0,1.0,
152.0,Marlon Mack,26.0,DEN,RB,6.0,0.0,16.0,84.0,1.0,4.0,75.0,17.0,5.3,14.0,2.7,0.0,
153.0,Desmond Ridder,23.0,ATL,QB,4.0,4.0,16.0,64.0,0.0,4.0,31.3,18.0,4.0,16.0,4.0,3.0,
154.0,Corey Clement,28.0,ARI,RB,9.0,1.0,15.0,55.0,1.0,6.0,60.0,12.0,3.7,6.1,1.7,0.0,
155.0,Phillip Lindsay,28.0,IND,RB,3.0,0.0,15.0,49.0,0.0,1.0,20.0,15.0,3.3,16.3,5.0,0.0,
156.0,Trace McSorley,27.0,ARI,QB,6.0,1.0,15.0,61.0,0.0,3.0,40.0,14.0,4.1,10.2,2.5,2.0,
157.0,Darrynton Evans,24.0,CHI,RB,6.0,0.0,14.0,64.0,0.0,3.0,42.9,21.0,4.6,10.7,2.3,0.0,
158.0,Colt McCoy,36.0,ARI,QB,4.0,3.0,14.0,36.0,0.0,5.0,42.9,9.0,2.6,9.0,3.5,2.0,
159.0,Jarrett Stidham,26.0,LVR,QB,5.0,2.0,14.0,84.0,0.0,7.0,85.7,11.0,6.0,16.8,2.8,3.0,
160.0,Skylar Thompson,25.0,MIA,QB,7.0,2.0,14.0,21.0,0.0,1.0,14.3,9.0,1.5,3.0,2.0,2.0,
161.0,Larry Rountree,23.0,LAC,RB,4.0,0.0,13.0,19.0,0.0,0.0,7.7,5.0,1.5,4.8,3.3,0.0,
162.0,Steven Sims,25.0,PIT,WR,12.0,2.0,13.0,70.0,0.0,5.0,53.8,22.0,5.4,5.8,1.1,3.0,
163.0,Matthew Stafford,34.0,LAR,QB,9.0,9.0,13.0,9.0,1.0,3.0,38.5,4.0,0.7,1.0,1.4,5.0,
164.0,Jordan Wilkins,28.0,IND,RB,4.0,0.0,13.0,58.0,0.0,2.0,61.5,9.0,4.5,14.5,3.3,0.0,
165.0,Jamal Agnew,27.0,JAX,WR,15.0,0.0,12.0,86.0,0.0,6.0,66.7,30.0,7.2,5.7,0.8,0.0,PB
166.0,Salvon Ahmed,24.0,MIA,RB,12.0,0.0,12.0,64.0,1.0,4.0,75.0,11.0,5.3,5.3,1.0,0.0,
167.0,Tevin Coleman,29.0,SFO,RB,5.0,0.0,12.0,26.0,1.0,2.0,25.0,14.0,2.2,5.2,2.4,0.0,
