rush_rk,player,rush_age,rush_g,rush_gs,rush_att,rush_yds,rush_td,rush_1d,rush_succ%,rush_lng,rush_y/a,rush_y/g,rush_a/g,rush_fmb,rush_awards,rec_rk,rec_age,rec_g,rec_gs,rec_tgt,rec_rec,rec_yds,rec_y/r,rec_td,rec_1d,rec_succ%,rec_lng,rec_r/g,rec_y/g,rec_ctch%,rec_y/tgt,rec_fmb,rec_awards
93.0,AJ Dillon,22.0,11.0,0.0,46.0,242.0,2.0,11.0,52.2,30.0,5.3,22.0,4.2,0.0,,422.0,22.0,11.0,0.0,2.0,2.0,21.0,10.5,0.0,1.0,100.0,16.0,0.2,1.9,100.0,10.5,0.0,
10.0,Aaron Jones,26.0,14.0,14.0,201.0,1104.0,9.0,52.0,55.7,77.0,5.5,78.9,14.4,2.0,PB,89.0,26.0,14.0,14.0,63.0,47.0,355.0,7.6,2.0,15.0,49.2,30.0,3.4,25.4,74.6,5.6,2.0,PB
332.0,Adrian Killins,22.0,1.0,0.0,1.0,-12.0,0.0,0.0,0.0,-12.0,-12.0,-12.0,1.0,0.0,,467.0,22.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,2.0,0.0,
23.0,Adrian Peterson,35.0,16.0,10.0,156.0,604.0,7.0,34.0,44.2,38.0,3.9,37.8,9.8,0.0,,276.0,35.0,16.0,10.0,18.0,12.0,101.0,8.4,0.0,4.0,55.6,23.0,0.8,6.3,66.7,5.6,0.0,
138.0,Alex Collins,26.0,3.0,1.0,18.0,77.0,2.0,5.0,61.1,13.0,4.3,25.7,6.0,0.0,,443.0,26.0,3.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,50.0,4.0,0.3,1.3,50.0,2.0,0.0,
54.0,Alexander Mattison,22.0,13.0,2.0,96.0,434.0,2.0,24.0,44.8,25.0,4.5,33.4,7.4,0.0,,263.0,22.0,13.0,2.0,15.0,13.0,125.0,9.6,1.0,5.0,66.7,28.0,1.0,9.6,86.7,8.3,0.0,
84.0,Alfred Morris,32.0,9.0,0.0,55.0,238.0,1.0,13.0,52.7,20.0,4.3,26.4,6.1,0.0,,404.0,32.0,9.0,0.0,4.0,3.0,19.0,6.3,1.0,2.0,75.0,9.0,0.3,2.1,75.0,4.8,0.0,
16.0,Alvin Kamara,25.0,15.0,10.0,187.0,932.0,16.0,58.0,53.5,49.0,5.0,62.1,12.5,1.0,"PB,AP-2,AP OPoY-6",19.0,25.0,15.0,10.0,107.0,83.0,756.0,9.1,5.0,35.0,44.9,52.0,5.5,50.4,77.6,7.1,1.0,"PB,AP-2,AP OPoY-6"
180.0,Ameer Abdullah,27.0,16.0,0.0,8.0,42.0,0.0,4.0,62.5,13.0,5.3,2.6,0.5,0.0,,313.0,27.0,16.0,0.0,9.0,8.0,58.0,7.3,2.0,4.0,44.4,22.0,0.5,3.6,88.9,6.4,0.0,
277.0,Andy Janovich,27.0,14.0,3.0,2.0,4.0,0.0,1.0,50.0,2.0,2.0,0.3,0.1,0.0,,428.0,27.0,14.0,3.0,5.0,2.0,13.0,6.5,0.0,1.0,20.0,13.0,0.1,0.9,40.0,2.6,0.0,
110.0,Anthony McFarland Jr.,22.0,11.0,0.0,33.0,113.0,0.0,4.0,36.4,20.0,3.4,10.3,3.0,0.0,,351.0,22.0,11.0,0.0,9.0,6.0,54.0,9.0,0.0,1.0,55.6,17.0,0.5,4.9,66.7,6.0,0.0,
255.0,Anthony Sherman,32.0,13.0,1.0,3.0,8.0,0.0,2.0,66.7,6.0,2.7,0.6,0.2,0.0,,485.0,32.0,13.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,50.0,5.0,0.1,0.4,50.0,2.5,0.0,
18.0,Antonio Gibson,22.0,14.0,10.0,170.0,795.0,11.0,40.0,51.8,40.0,4.7,56.8,12.1,1.0,,123.0,22.0,14.0,10.0,44.0,36.0,247.0,6.9,0.0,8.0,43.2,40.0,2.6,17.6,81.8,5.6,1.0,
157.0,Antonio Williams,23.0,1.0,0.0,12.0,63.0,2.0,4.0,58.3,18.0,5.3,63.0,12.0,0.0,,497.0,23.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,1.0,100.0,20.0,1.0,20.0,100.0,20.0,0.0,
207.0,Artavis Pierce,24.0,5.0,0.0,6.0,34.0,1.0,2.0,66.7,23.0,5.7,6.8,1.2,0.0,,581.0,24.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
42.0,Austin Ekeler,25.0,10.0,10.0,116.0,530.0,1.0,26.0,43.1,27.0,4.6,53.0,11.6,1.0,,62.0,25.0,10.0,10.0,65.0,54.0,403.0,7.5,2.0,20.0,53.8,28.0,5.4,40.3,83.1,6.2,1.0,
365.0,Austin Walter,24.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.8,0.3,0.0,,493.0,24.0,4.0,0.0,1.0,1.0,27.0,27.0,0.0,1.0,100.0,27.0,0.3,6.8,100.0,27.0,0.0,
46.0,Benny Snell Jr.,22.0,16.0,3.0,111.0,368.0,4.0,25.0,41.4,30.0,3.3,23.0,6.9,2.0,,300.0,22.0,16.0,3.0,14.0,10.0,61.0,6.1,0.0,3.0,50.0,14.0,0.6,3.8,71.4,4.4,2.0,
209.0,Bo Scarbrough,26.0,1.0,0.0,6.0,31.0,0.0,1.0,66.7,12.0,5.2,31.0,6.0,0.0,,589.0,26.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
67.0,Boston Scott,25.0,16.0,4.0,80.0,374.0,1.0,16.0,48.8,56.0,4.7,23.4,5.0,2.0,,177.0,25.0,16.0,4.0,36.0,25.0,212.0,8.5,1.0,8.0,41.7,18.0,1.6,13.3,69.4,5.9,2.0,
51.0,Brian Hill,25.0,16.0,1.0,100.0,465.0,1.0,18.0,48.0,62.0,4.7,29.1,6.3,2.0,,175.0,25.0,16.0,1.0,30.0,25.0,199.0,8.0,0.0,7.0,56.7,26.0,1.6,12.4,83.3,6.6,2.0,
145.0,Buddy Howell,24.0,14.0,0.0,16.0,64.0,0.0,2.0,56.3,9.0,4.0,4.6,1.1,0.0,,461.0,24.0,14.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.1,0.2,50.0,1.5,0.0,
168.0,C.J. Prosise,26.0,10.0,0.0,10.0,19.0,0.0,0.0,20.0,7.0,1.9,1.9,1.0,1.0,,365.0,26.0,10.0,0.0,5.0,5.0,18.0,3.6,1.0,1.0,40.0,10.0,0.5,1.8,100.0,3.6,1.0,
28.0,Cam Akers,21.0,13.0,5.0,145.0,625.0,2.0,26.0,49.0,61.0,4.3,48.1,11.2,1.0,,282.0,21.0,13.0,5.0,14.0,11.0,123.0,11.2,1.0,4.0,42.9,38.0,0.8,9.5,78.6,8.8,1.0,
65.0,Carlos Hyde,30.0,10.0,1.0,81.0,356.0,4.0,20.0,43.2,50.0,4.4,35.6,8.1,1.0,,239.0,30.0,10.0,1.0,20.0,16.0,93.0,5.8,0.0,4.0,40.0,18.0,1.6,9.3,80.0,4.7,1.0,
424.0,Chandler Cox,24.0,8.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,420.0,24.0,8.0,3.0,2.0,2.0,9.0,4.5,0.0,1.0,100.0,6.0,0.3,1.1,100.0,4.5,0.0,
52.0,Chase Edmonds,24.0,16.0,2.0,97.0,448.0,1.0,22.0,48.5,32.0,4.6,28.0,6.1,2.0,,66.0,24.0,16.0,2.0,67.0,53.0,402.0,7.6,4.0,21.0,50.7,30.0,3.3,25.1,79.1,6.0,2.0,
31.0,Chris Carson,26.0,12.0,12.0,141.0,681.0,5.0,43.0,61.7,29.0,4.8,56.8,11.8,1.0,,115.0,26.0,12.0,12.0,46.0,37.0,287.0,7.8,4.0,14.0,58.7,29.0,3.1,23.9,80.4,6.2,1.0,
191.0,Chris Thompson,30.0,8.0,0.0,7.0,20.0,0.0,1.0,42.9,5.0,2.9,2.5,0.9,0.0,,207.0,30.0,8.0,0.0,23.0,20.0,146.0,7.3,1.0,5.0,47.8,15.0,2.5,18.3,87.0,6.3,0.0,
