Player,Age,Pos,G,GS,Rush Atts,Rush Yards,Rush TDs,Rush Fmb,Targets,Receptions,Rec Yards,Rec TDs,Rec Fmb
Ja'Marr Chase,24.0,WR,17.0,16.0,3.0,32.0,0.0,0.0,175.0,127.0,1708.0,17.0,0.0
Justin Jefferson,25.0,WR,17.0,17.0,1.0,3.0,0.0,1.0,154.0,103.0,1533.0,10.0,1.0
Brian Thomas,22.0,WR,17.0,16.0,6.0,48.0,0.0,0.0,133.0,87.0,1282.0,10.0,0.0
Amon-Ra St. Brown,25.0,WR,17.0,17.0,2.0,6.0,0.0,1.0,141.0,115.0,1263.0,12.0,1.0
Drake London,23.0,WR,17.0,17.0,1.0,-3.0,0.0,0.0,158.0,100.0,1271.0,9.0,0.0
CeeDee Lamb,25.0,WR,15.0,15.0,14.0,70.0,0.0,1.0,152.0,101.0,1194.0,6.0,1.0
Jerry Jeudy,25.0,WR,17.0,16.0,0.0,0.0,0.0,0.0,145.0,90.0,1229.0,4.0,0.0
Malik Nabers,21.0,WR,15.0,13.0,5.0,2.0,0.0,1.0,170.0,109.0,1204.0,7.0,1.0
Jaxon Smith-Njigba,22.0,WR,17.0,16.0,5.0,26.0,0.0,1.0,137.0,100.0,1130.0,6.0,1.0
Ladd McConkey,23.0,WR,16.0,14.0,0.0,0.0,0.0,2.0,112.0,82.0,1149.0,7.0,2.0
Zay Flowers,24.0,WR,17.0,15.0,9.0,56.0,0.0,0.0,116.0,74.0,1059.0,4.0,0.0
Garrett Wilson,24.0,WR,17.0,17.0,2.0,5.0,0.0,2.0,154.0,101.0,1104.0,7.0,2.0
Terry McLaurin,29.0,WR,17.0,17.0,2.0,2.0,0.0,1.0,117.0,82.0,1096.0,13.0,1.0
Courtland Sutton,29.0,WR,17.0,13.0,0.0,0.0,0.0,1.0,135.0,81.0,1081.0,8.0,1.0
A.J. Brown,27.0,WR,13.0,13.0,0.0,0.0,0.0,0.0,97.0,67.0,1079.0,7.0,0.0
Calvin Ridley,30.0,WR,17.0,14.0,8.0,55.0,1.0,1.0,120.0,64.0,1017.0,4.0,1.0
Davante Adams,32.0,WR,14.0,14.0,0.0,0.0,0.0,0.0,141.0,85.0,1063.0,8.0,0.0
Davante Adams,32.0,WR,14.0,14.0,0.0,0.0,0.0,0.0,141.0,85.0,1063.0,8.0,0.0
Davante Adams,32.0,WR,14.0,14.0,0.0,0.0,0.0,0.0,141.0,85.0,1063.0,8.0,0.0
Jameson Williams,23.0,WR,15.0,11.0,11.0,61.0,1.0,0.0,91.0,58.0,1001.0,7.0,0.0
Jakobi Meyers,28.0,WR,15.0,15.0,2.0,23.0,0.0,0.0,129.0,87.0,1027.0,4.0,0.0
D.J. Moore,27.0,WR,17.0,17.0,14.0,75.0,0.0,1.0,140.0,98.0,966.0,6.0,1.0
Puka Nacua,23.0,WR,11.0,11.0,11.0,46.0,1.0,0.0,106.0,79.0,990.0,3.0,0.0
Jayden Reed,24.0,WR,17.0,10.0,20.0,163.0,1.0,3.0,75.0,55.0,857.0,6.0,3.0
Tyreek Hill,30.0,WR,17.0,17.0,8.0,53.0,0.0,0.0,123.0,81.0,959.0,6.0,0.0
Nico Collins,25.0,WR,12.0,12.0,0.0,0.0,0.0,0.0,99.0,68.0,1006.0,7.0,0.0
Mike Evans,31.0,WR,14.0,14.0,0.0,0.0,0.0,0.0,110.0,74.0,1004.0,11.0,0.0
Darnell Mooney,27.0,WR,16.0,16.0,0.0,0.0,0.0,0.0,106.0,64.0,992.0,5.0,0.0
D.K. Metcalf,27.0,WR,15.0,12.0,0.0,0.0,0.0,2.0,108.0,66.0,992.0,5.0,2.0
Jauan Jennings,27.0,WR,15.0,10.0,0.0,0.0,0.0,1.0,113.0,77.0,975.0,6.0,1.0
Tee Higgins,25.0,WR,12.0,9.0,0.0,0.0,0.0,1.0,109.0,73.0,911.0,10.0,1.0
Jordan Addison,22.0,WR,15.0,15.0,3.0,20.0,1.0,0.0,99.0,63.0,875.0,9.0,0.0
George Pickens,23.0,WR,14.0,12.0,2.0,-6.0,0.0,1.0,103.0,59.0,900.0,3.0,1.0
Marvin Harrison Jr.,22.0,WR,17.0,16.0,0.0,0.0,0.0,1.0,116.0,62.0,885.0,8.0,1.0
Davante Adams,32.0,WR,11.0,11.0,0.0,0.0,0.0,0.0,114.0,67.0,854.0,7.0,0.0
Davante Adams,32.0,WR,11.0,11.0,0.0,0.0,0.0,0.0,114.0,67.0,854.0,7.0,0.0
Davante Adams,32.0,WR,11.0,11.0,0.0,0.0,0.0,0.0,114.0,67.0,854.0,7.0,0.0
DeVonta Smith,26.0,WR,13.0,13.0,1.0,1.0,0.0,0.0,89.0,68.0,833.0,8.0,0.0
Khalil Shakir,24.0,WR,15.0,9.0,2.0,4.0,0.0,1.0,100.0,76.0,821.0,4.0,1.0
Alec Pierce,24.0,WR,16.0,13.0,0.0,0.0,0.0,0.0,69.0,37.0,824.0,7.0,0.0
Josh Downs,23.0,WR,14.0,8.0,1.0,12.0,0.0,0.0,107.0,72.0,803.0,5.0,0.0
Michael Pittman Jr.,27.0,WR,16.0,14.0,0.0,0.0,0.0,1.0,111.0,69.0,808.0,3.0,1.0
Deebo Samuel,28.0,WR,15.0,15.0,42.0,136.0,1.0,2.0,81.0,51.0,670.0,3.0,2.0
Ray-Ray McCloud,28.0,WR,17.0,13.0,10.0,79.0,0.0,4.0,87.0,62.0,686.0,1.0,4.0
Jaylen Waddle,26.0,WR,15.0,15.0,4.0,12.0,0.0,0.0,83.0,58.0,744.0,2.0,0.0
Rashod Bateman,25.0,WR,17.0,14.0,0.0,0.0,0.0,0.0,72.0,45.0,756.0,9.0,0.0
Rome Odunze,22.0,WR,17.0,12.0,3.0,15.0,0.0,2.0,101.0,54.0,734.0,3.0,2.0
Keenan Allen,32.0,WR,15.0,15.0,0.0,0.0,0.0,1.0,121.0,70.0,744.0,7.0,1.0
Xavier Worthy,21.0,WR,17.0,13.0,20.0,104.0,3.0,0.0,98.0,59.0,638.0,6.0,0.0
Cooper Kupp,31.0,WR,12.0,11.0,2.0,10.0,0.0,1.0,100.0,67.0,710.0,6.0,1.0
Quentin Johnston,23.0,WR,15.0,11.0,3.0,6.0,0.0,0.0,91.0,55.0,711.0,8.0,0.0
Wan'Dale Robinson,23.0,WR,17.0,7.0,3.0,18.0,0.0,0.0,140.0,93.0,699.0,3.0,0.0
Tank Dell,25.0,WR,14.0,10.0,9.0,43.0,0.0,0.0,81.0,51.0,667.0,3.0,0.0
Christian Watson,25.0,WR,15.0,15.0,4.0,23.0,0.0,1.0,53.0,29.0,620.0,2.0,1.0
Demario Douglas,24.0,WR,17.0,7.0,3.0,16.0,0.0,1.0,87.0,66.0,621.0,3.0,1.0
Adam Thielen,34.0,WR,10.0,10.0,0.0,0.0,0.0,0.0,62.0,48.0,615.0,5.0,0.0
DeAndre Hopkins,32.0,WR,16.0,8.0,0.0,0.0,0.0,1.0,80.0,56.0,610.0,5.0,1.0
DeAndre Hopkins,32.0,WR,16.0,8.0,0.0,0.0,0.0,1.0,80.0,56.0,610.0,5.0,1.0
Jalen Tolbert,25.0,WR,17.0,15.0,0.0,0.0,0.0,0.0,79.0,49.0,610.0,7.0,0.0
DeAndre Hopkins,32.0,WR,16.0,8.0,0.0,0.0,0.0,0.0,80.0,56.0,610.0,5.0,1.0
Romeo Doubs,24.0,WR,13.0,12.0,0.0,0.0,0.0,0.0,72.0,46.0,601.0,4.0,0.0
Tyler Lockett,32.0,WR,17.0,14.0,0.0,0.0,0.0,0.0,74.0,49.0,600.0,2.0,0.0
Darius Slayton,27.0,WR,16.0,13.0,2.0,17.0,0.0,1.0,71.0,39.0,573.0,2.0,1.0
Kayshon Boutte,22.0,WR,15.0,13.0,0.0,0.0,0.0,0.0,68.0,43.0,589.0,3.0,0.0
Josh Palmer,25.0,WR,15.0,7.0,0.0,0.0,0.0,0.0,65.0,39.0,584.0,1.0,0.0
Tre Tucker,23.0,WR,17.0,14.0,9.0,44.0,1.0,0.0,81.0,47.0,539.0,3.0,0.0
