Player,Age,Pos,G,GS,Rush Atts,Rush Yards,Rush TDs,Rush Fmb,Targets,Receptions,Rec Yards,Rec TDs,Rec Fmb
Brock Bowers,22.0,TE,17.0,16.0,5.0,13.0,0.0,0.0,153.0,112.0,1194.0,5.0,0.0
Trey McBride,25.0,TE,16.0,16.0,1.0,2.0,1.0,0.0,147.0,111.0,1146.0,2.0,0.0
George Kittle,31.0,TE,15.0,15.0,0.0,0.0,0.0,0.0,94.0,78.0,1106.0,8.0,0.0
Jonnu Smith,29.0,TE,17.0,6.0,2.0,-1.0,0.0,2.0,111.0,88.0,884.0,8.0,2.0
Travis Kelce,35.0,TE,16.0,16.0,1.0,1.0,0.0,2.0,133.0,97.0,823.0,3.0,2.0
Sam LaPorta,23.0,TE,16.0,16.0,0.0,0.0,0.0,0.0,83.0,60.0,726.0,7.0,0.0
Tucker Kraft,24.0,TE,17.0,17.0,3.0,6.0,0.0,1.0,70.0,50.0,707.0,7.0,1.0
Mark Andrews,29.0,TE,17.0,13.0,4.0,5.0,0.0,0.0,69.0,55.0,673.0,11.0,0.0
Hunter Henry,30.0,TE,16.0,16.0,0.0,0.0,0.0,0.0,97.0,66.0,674.0,2.0,0.0
Mike Gesicki,29.0,TE,17.0,3.0,0.0,0.0,0.0,1.0,83.0,65.0,665.0,2.0,1.0
Zach Ertz,34.0,TE,17.0,17.0,0.0,0.0,0.0,1.0,91.0,66.0,654.0,7.0,1.0
Pat Freiermuth,26.0,TE,17.0,11.0,0.0,0.0,0.0,3.0,78.0,65.0,653.0,7.0,3.0
Kyle Pitts,24.0,TE,17.0,15.0,0.0,0.0,0.0,0.0,74.0,47.0,602.0,4.0,0.0
Cade Otton,25.0,TE,14.0,14.0,1.0,-4.0,0.0,2.0,87.0,59.0,600.0,4.0,2.0
Juwan Johnson,28.0,TE,17.0,5.0,0.0,0.0,0.0,2.0,66.0,50.0,548.0,3.0,2.0
Dalton Schultz,28.0,TE,17.0,13.0,0.0,0.0,0.0,0.0,85.0,53.0,532.0,2.0,0.0
David Njoku,28.0,TE,11.0,11.0,0.0,0.0,0.0,0.0,97.0,64.0,505.0,5.0,0.0
Noah Fant,27.0,TE,14.0,9.0,0.0,0.0,0.0,0.0,64.0,48.0,500.0,1.0,0.0
Chigoziem Okonkwo,25.0,TE,17.0,11.0,1.0,17.0,0.0,2.0,70.0,52.0,479.0,2.0,2.0
Dallas Goedert,29.0,TE,10.0,10.0,0.0,0.0,0.0,2.0,52.0,42.0,496.0,2.0,2.0
Jake Ferguson,25.0,TE,14.0,14.0,0.0,0.0,0.0,4.0,86.0,59.0,494.0,0.0,4.0
Will Dissly,28.0,TE,15.0,8.0,0.0,0.0,0.0,0.0,64.0,50.0,481.0,2.0,0.0
Isaiah Likely,24.0,TE,16.0,9.0,0.0,0.0,0.0,1.0,58.0,42.0,477.0,6.0,1.0
Austin Hooper,30.0,TE,17.0,8.0,0.0,0.0,0.0,2.0,59.0,45.0,476.0,3.0,2.0
Cole Kmet,25.0,TE,17.0,16.0,0.0,0.0,0.0,0.0,55.0,47.0,474.0,4.0,0.0
Taysom Hill,34.0,TE,8.0,8.0,39.0,278.0,6.0,1.0,31.0,23.0,187.0,0.0,1.0
T.J. Hockenson,27.0,TE,10.0,9.0,0.0,0.0,0.0,0.0,62.0,41.0,455.0,0.0,0.0
Tyler Conklin,29.0,TE,16.0,15.0,1.0,0.0,0.0,0.0,72.0,51.0,449.0,4.0,0.0
Dalton Kincaid,25.0,TE,13.0,9.0,0.0,0.0,0.0,1.0,75.0,44.0,448.0,2.0,1.0
Noah Gray,25.0,TE,17.0,10.0,1.0,-4.0,0.0,0.0,49.0,40.0,437.0,5.0,0.0
