player,predicted_rec_yds,predicted_rec_tds,predicted_receptions,predicted_fantasy_points,potential_score,avg_fantasy,std_fantasy,games_played,consistency_score,prior_stat_score,final_grade,grade_label
Lil'Jordan Humphrey,298.46,1.13,29.24,84.78899999999997,21.937134710964028,,,,,,21.3,Risky
Luke McCaffrey,202.29,1.07,25.17,78.84299999999999,20.3987488001573,,,,,,20.7,Risky
Mack Hollins,360.67,4.98,29.78,96.18399999999998,24.885319617395705,81.0,0.0,1.0,100.0,48.28614008941878,51.9,Depth
Malachi Corley,175.44,1.1742857142857144,24.87,69.49499999999996,17.980176399514615,,,,,,19.7,Risky
Malik Heath,194.13,3.59,25.44,74.55099999999999,19.288296003456576,,,,,,20.2,Risky
Malik Nabers,1201.26,7.003333333333333,108.75,271.1219999999998,70.1463614042622,151.0,0.0,1.0,100.0,90.01490312965723,84.6,Elite
Malik Washington,268.0,0.86,26.1,82.86199999999997,21.43856934767365,,,,,,21.1,Risky
Marquez Valdes-Scantling,384.66,4.63,25.16,96.584,24.988810092391116,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.5,Depth
Marquez Valdes-Scantling,158.22,4.514285714285714,25.0,69.64899999999996,18.02002023238785,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,40.7,Depth
Marquez Valdes-Scantling,359.15,4.69,25.13,98.85600000000004,25.576635990365045,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.8,Depth
Marquez Valdes-Scantling,384.81,4.65,25.09,96.753,25.03253481807668,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.5,Depth
Marquez Valdes-Scantling,163.83,4.553333333333333,24.84,69.49999999999996,17.98147003045206,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,40.7,Depth
Marquez Valdes-Scantling,359.54,4.73,25.04,99.34800000000004,25.703929274609393,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.8,Depth
Marquez Valdes-Scantling,384.64,4.64,25.07,96.17199999999998,24.882214903145844,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.5,Depth
Marquez Valdes-Scantling,157.56,4.514285714285714,24.9,69.22499999999997,17.910320328892716,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,40.7,Depth
Marquez Valdes-Scantling,359.14,4.7,25.04,98.88800000000003,25.584915228364675,61.5,10.606601717798213,2.0,82.75349342222252,36.661698956780924,43.8,Depth
Marquise Brown,194.2,5.815602092352092,25.37,126.24428571428574,32.66270273506845,98.25,23.11384866265244,4.0,76.4744545268224,58.56929955290611,52.7,Depth
Marvin Harrison Jr.,884.32,8.0,62.1,198.9958571428571,51.48543944458138,110.0,0.0,1.0,100.0,65.57377049180327,68.5,Flex
Marvin Mims,502.8,6.0,38.85,123.40299999999998,31.9275877146457,75.0,0.0,1.0,100.0,44.70938897168406,53.4,Depth
Mason Kinsey,158.81,4.68,25.2,73.93199999999997,19.128144493401177,,,,,,20.2,Risky
Mason Tipton,185.66,1.1642857142857144,25.35,70.33499999999998,18.19750639700498,,,,,,19.8,Risky
Mecole Hardman,187.07,0.97,25.03,74.80299999999994,19.353495002703667,68.0,4.242640687119285,2.0,93.76082261069485,40.536512667660205,45.4,Depth
Michael Pittman Jr.,806.72,3.0,69.0,169.00299999999982,43.72550186412212,102.6,36.21187650481538,5.0,64.70577373111782,61.16244411326378,55.1,Depth
Michael Wilson,548.05,4.0,46.98,126.79099999999995,32.804152037856795,63.5,10.606601717798213,2.0,83.29669047123603,37.85394932935917,47.2,Depth
Michael Woods II,154.52,4.423333333333333,25.22,69.67599999999997,18.02700583945004,,,,,,19.7,Risky
Mike Evans,1003.81,11.07,74.3,237.04214285714303,61.32900989553749,143.2,18.40380395461764,5.0,87.14818168568473,85.36512667660207,76.2,Starter
Mike Williams,314.98,1.06,24.8,79.24600000000001,20.503015453715175,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.7,Depth
Mike Williams,197.33,1.0142857142857142,24.83,74.89499999999997,19.37729781195262,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.2,Depth
Mike Williams,194.43,1.2,24.87,73.74599999999998,19.080021422528315,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.1,Depth
Mike Williams,314.98,1.06,24.87,79.32600000000001,20.52371354871426,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.7,Depth
Mike Williams,197.33,1.0242857142857142,24.91,74.87999999999997,19.373416919140293,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.2,Depth
Mike Williams,194.43,1.2,24.95,73.69999999999997,19.06812001790384,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.1,Depth
Mike Williams,314.98,1.06,24.87,79.32600000000001,20.52371354871426,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.7,Depth
Mike Williams,197.33,1.0242857142857142,24.91,74.87999999999997,19.373416919140293,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.2,Depth
Mike Williams,194.43,1.2,24.95,73.69999999999997,19.06812001790384,98.33333333333333,27.790885796126275,3.0,71.73808252863685,58.61897665176353,46.1,Depth
Nelson Agholor,210.92,3.47,25.22,76.999,19.921657710428473,75.5,28.991378028648448,2.0,61.600824311712984,45.007451564828614,39.1,Risky
Nick Westbrook-Ikhine,494.16,9.0,30.63,104.21600000000004,26.963408355303503,62.0,0.0,1.0,100.0,36.95976154992549,48.7,Depth
Nico Collins,1005.84,7.004,68.08,211.93500000000012,54.8331345453793,95.66666666666667,41.40450861118066,3.0,56.72002629437534,57.029309488325886,56.1,Depth
Nikko Remigio,162.94,4.613333333333333,24.99,69.72299999999997,18.039165970262,,,,,,19.7,Risky
Noah Brown,448.37,0.95,34.61,96.71600000000004,25.02296194913961,53.0,11.313708498984761,2.0,78.6533805933612,31.594634873323397,40.7,Depth
Odell Beckham Jr.,184.98,1.2242857142857142,24.92,70.00999999999998,18.11342038607121,68.75,10.5,4.0,84.72727294942149,40.98360655737705,42.8,Depth
Olamide Zaccheaus,504.2,3.0,43.58,107.05599999999998,27.698190727770882,58.0,0.0,1.0,100.0,34.575260804769,48.2,Depth
Parker Washington,395.17,3.03,30.65,89.19099999999995,23.076047388288483,,,,,,21.7,Risky
Parris Campbell,156.5,4.6,25.17,73.97299999999997,19.138752267088208,81.0,0.0,1.0,100.0,48.28614008941878,49.6,Depth
Puka Nacua,989.83,3.0,78.1215,206.51299999999995,53.430321156816504,122.0,26.870057685088806,2.0,77.97536273373571,72.72727272727273,66.3,Flex
Quentin Johnston,710.28,8.0,54.97,170.8090000000002,44.19276135872649,76.5,37.476659402887016,2.0,51.01090338170451,45.603576751117735,46.4,Depth
Rakim Jarrett,198.47,0.97,25.32,73.12099999999998,18.91831755534799,,,,,,20.1,Risky
Ramel Keyton,177.55,1.2442857142857142,25.2,69.83299999999997,18.067625850885737,,,,,,19.7,Risky
Rashee Rice,292.62,6.934828282828282,25.5,124.8432857142858,32.30022734639705,121.0,0.0,1.0,100.0,72.1311475409836,63.2,Flex
Rashid Shaheed,271.41,5.3886785714285725,25.23,95.93600000000006,24.82115552289857,61.0,21.213203435596427,2.0,65.22425723305082,36.36363636363637,39.0,Risky
Rashod Bateman,756.56,9.0,44.7,170.6710000000001,44.15705714485305,75.5,33.23401871576773,2.0,55.981432747573436,45.007451564828614,47.4,Depth
Ray-Ray McCloud,687.99,0.95,62.06,143.76000000000005,37.1944767133495,68.0,0.0,1.0,100.0,40.536512667660205,54.1,Depth
Ricky Pearsall,390.43,3.01,29.06,101.88699999999996,26.360835064642725,,,,,,23.0,Risky
River Cracraft,185.06,1.09,24.84,74.16599999999998,19.188686421273495,,,,,,20.2,Risky
Robbie Chosen,157.52,5.840602092352092,24.84,71.84599999999996,18.588441666300124,98.0,21.213203435596427,2.0,78.35387426618861,58.42026825633383,47.5,Depth
Robert Woods,243.97,0.84,24.98,80.13100000000003,20.731988129642524,81.0,39.85808157283372,4.0,50.79249249289056,48.28614008941878,37.9,Risky
Rome Odunze,735.57,3.0,53.97,150.87799999999987,39.036089715892736,72.0,0.0,1.0,100.0,42.92101341281669,55.6,Depth
Romeo Doubs,600.61,4.0,46.0,129.5520000000002,33.51849504151266,88.5,26.16295090390226,2.0,70.43734394545118,52.75707898658718,49.5,Depth
Ronnie Bell,185.39,1.2442857142857142,25.29,69.44699999999997,17.96775754251517,,,,,,19.7,Risky
Ryan Flournoy,193.5,1.02,25.36,73.75299999999997,19.081832505840733,,,,,,20.1,Risky
Ryan Miller,187.61,3.6142857142857134,25.47,73.96199999999997,19.135906279025832,,,,,,20.2,Risky
Scott Miller,197.55,0.9642857142857144,25.23,72.09699999999998,18.653381939359747,51.0,0.0,1.0,100.0,30.402384500745157,43.1,Depth
Simi Fehoko,184.93,1.0842857142857143,25.17,71.93199999999996,18.610692118424137,,,,,,19.9,Risky
Skyy Moore,160.96,4.529999999999999,25.26,69.37899999999996,17.95016416176595,,,,,,19.7,Risky
Stefon Diggs,490.74,3.07,46.92,125.8650000000001,32.564571588242465,166.75,9.535023160258534,4.0,94.28184521554603,99.40387481371089,71.4,Starter
Sterling Shepard,323.71,1.04,30.19,92.619,23.962960758999138,90.0,0.0,1.0,100.0,53.65126676602087,53.4,Depth
Steven Sims,158.09,0.9133333333333332,25.19,72.26899999999996,18.69788284360777,,,,,,20.0,Risky
Tank Dell,667.04,3.0,50.9,144.51,37.38852135396588,79.0,14.142135623730951,2.0,82.09856272820686,47.093889716840536,52.0,Depth
Tay Martin,180.8,6.2955782828282825,24.83,84.34599999999995,21.822519009906607,,,,,,21.2,Risky
Tee Higgins,911.13,10.0,73.358,221.9493076923076,57.42409819494696,106.8,22.398660674245683,5.0,79.02747147516817,63.666169895678095,65.0,Flex
Terrace Marshall Jr.,160.2,1.0233333333333332,25.18,72.16999999999996,18.6722689510464,34.0,0.0,1.0,100.0,20.268256333830102,39.6,Risky
Terry McLaurin,1097.66,13.03,81.77,258.8049999999996,66.95963095296605,117.6,23.870483866063545,5.0,79.70196967424894,70.10432190760059,71.2,Starter
Tim Jones,199.19,0.9542857142857144,25.14,72.16999999999997,18.67226895104641,,,,,,20.0,Risky
Tim Patrick,399.7,2.98,32.72,95.75799999999995,24.77510226152559,85.0,2.8284271247461903,2.0,96.67243871591697,50.670640834575266,51.8,Depth
Tom Kennedy,161.19,5.872268759018758,25.12,71.52999999999996,18.50668419105375,,,,,,19.9,Risky
Tre Tucker,538.37,3.0,47.0,124.8829999999999,32.31050247212869,71.0,0.0,1.0,100.0,42.32488822652757,52.7,Depth
Trent Sherfield,194.84,1.24,25.06,74.192,19.195413302148197,,,,,,20.2,Risky
Trent Taylor,164.45,6.027268759018759,24.82,75.81799999999998,19.616102083004527,,,,,,20.3,Risky
Trenton Irwin,154.52,1.2333333333333334,25.0,69.71999999999997,18.038389791699537,,,,,,19.7,Risky
Trey Palmer,197.67,1.2542857142857142,25.3,74.22799999999997,19.204727444897777,,,,,,20.2,Risky
Treylon Burks,147.59,4.483333333333333,25.03,72.18799999999995,18.676926022421195,39.0,0.0,1.0,100.0,23.248882265275707,40.6,Depth
Troy Franklin,258.97,2.83,27.6,81.11899999999996,20.98760960288116,,,,,,20.9,Risky
Tutu Atwell,562.05,0.11,41.83,102.19199999999984,26.439746551826687,49.5,10.606601717798213,2.0,78.57252221510417,29.508196721311474,40.5,Depth
Tylan Wallace,212.21,1.15,25.17,74.90599999999999,19.380143800015002,,,,,,20.3,Risky
Tyler Boyd,394.74,0.41,38.85,93.56099999999998,24.20668082761332,91.75,10.5,4.0,88.55585843535849,54.69448584202683,51.0,Depth
Tyler Johnson,296.91,1.11,26.34,83.17299999999997,21.51903319198258,,,,,,21.1,Risky
Tyler Lockett,600.09,1.98,49.01,121.143,31.342866530921654,117.8,37.09043003255691,5.0,68.51406645356742,70.22354694485841,54.2,Depth
Tyler Scott,188.88,1.14,25.39,70.36699999999998,18.20578563500461,,,,,,19.8,Risky
Tyquan Thornton,161.29,4.713333333333333,25.22,72.03499999999995,18.637340915735454,,,,,,20.0,Risky
Tyreek Hill,962.16,6.0,80.89,222.2640000000002,57.505517335948234,167.0,31.176914536239792,5.0,81.3311890122445,99.55290611028316,78.2,Starter
Tyreik McAllister,157.33,5.943935425685424,24.77,75.14699999999995,19.44249681119972,,,,,,20.3,Risky
Tyrell Shavers,165.58,6.282244949494949,24.94,77.30499999999998,20.000827923799953,,,,,,20.5,Risky
Van Jefferson,297.31,2.71,25.83,82.66699999999999,21.388117741113394,86.0,0.0,1.0,100.0,51.26676602086439,51.5,Depth
Velus Jones Jr.,150.92,5.833935425685424,24.77,76.13099999999993,19.697083379688422,,,,,,20.4,Risky
Velus Jones Jr.,150.92,5.833935425685424,24.77,76.13099999999993,19.697083379688422,,,,,,20.4,Risky
Velus Jones Jr.,157.33,5.943935425685424,24.78,74.96499999999993,19.39540864507681,,,,,,20.3,Risky
Velus Jones Jr.,150.92,5.833935425685424,24.79,75.29799999999994,19.481564465510488,,,,,,20.3,Risky
Velus Jones Jr.,150.92,5.833935425685424,24.79,75.29799999999994,19.481564465510488,,,,,,20.3,Risky
Velus Jones Jr.,157.33,5.943935425685424,24.8,74.79799999999994,19.352201371766228,,,,,,20.2,Risky
Velus Jones Jr.,152.9,5.833935425685424,25.13,76.31399999999996,19.744430271998826,,,,,,20.4,Risky
Velus Jones Jr.,152.9,5.833935425685424,25.13,76.31399999999996,19.744430271998826,,,,,,20.4,Risky
Velus Jones Jr.,159.31,5.943935425685424,25.16,75.05299999999997,19.418176549575808,,,,,,20.3,Risky
Wan'Dale Robinson,697.73,3.0,93.12,173.23300000000015,44.819913637198646,91.5,27.577164466275352,2.0,69.86102277061686,54.54545454545454,54.5,Depth
Xavier Gipson,182.22,1.2442857142857142,25.1,70.23599999999993,18.1718925044436,,,,,,19.8,Risky
Xavier Hutchinson,186.68,1.2042857142857144,25.26,69.53499999999997,17.990525447014157,,,,,,19.7,Risky
Xavier Legette,493.79,4.0,49.06,116.97800000000008,30.265271960031992,,,,,,24.6,Risky
Xavier Smith,184.09,1.02,25.0,72.89999999999996,18.861139067913022,,,,,,20.0,Risky
Xavier Weaver,161.19,5.872268759018758,25.28,71.50499999999997,18.50021603636654,,,,,,19.9,Risky
Xavier Worthy,639.04,6.0,59.03,178.65100000000024,46.221692121011465,113.0,0.0,1.0,100.0,67.36214605067065,67.1,Flex
Zay Flowers,1058.77,4.0,74.2,210.96700000000004,54.58268759589039,105.5,10.606601717798213,2.0,89.94634917795099,62.891207153502236,66.3,Flex
Zay Jones,195.55,1.0,25.15,73.70799999999998,19.070189827403752,82.5,41.71930009000631,2.0,49.43115201900869,49.18032786885246,37.2,Risky
