rk,player,age,team,pos,g,gs,tgt,rec,yds,y/r,td,1d,succ%,lng,r/g,y/g,ctch%,y/tgt,fmb,awards
102.0,Rondale Moore,23.0,ARI,WR,17.0,8.0,62.0,40.0,352.0,8.8,1.0,17.0,38.7,48.0,2.4,20.7,64.5,5.7,1.0,
103.0,Josh Reynolds,28.0,DET,WR,17.0,13.0,64.0,40.0,608.0,15.2,5.0,32.0,56.3,33.0,2.4,35.8,62.5,9.5,1.0,
104.0,Robert Woods,31.0,HOU,WR,14.0,11.0,75.0,40.0,426.0,10.7,1.0,26.0,45.3,26.0,2.9,30.4,53.3,5.7,0.0,
105.0,Tutu Atwell,24.0,LAR,WR,16.0,14.0,67.0,39.0,483.0,12.4,3.0,26.0,47.8,44.0,2.4,30.2,58.2,7.2,0.0,
106.0,Chuba Hubbard,24.0,CAR,RB,17.0,12.0,44.0,39.0,233.0,6.0,0.0,9.0,36.4,25.0,2.3,13.7,88.6,5.3,1.0,
107.0,Tanner Hudson,29.0,CIN,TE,12.0,1.0,50.0,39.0,352.0,9.0,1.0,21.0,58.0,26.0,3.3,29.3,78.0,7.0,0.0,
108.0,Trey Palmer,22.0,TAM,WR,17.0,8.0,68.0,39.0,385.0,9.9,3.0,17.0,41.2,54.0,2.3,22.6,57.4,5.7,3.0,
109.0,Khalil Shakir,23.0,BUF,WR,17.0,10.0,45.0,39.0,611.0,15.7,2.0,26.0,73.3,81.0,2.3,35.9,86.7,13.6,1.0,
110.0,D'Andre Swift,24.0,PHI,RB,16.0,15.0,49.0,39.0,214.0,5.5,1.0,8.0,42.9,20.0,2.4,13.4,79.6,4.4,3.0,PB
111.0,Michael Thomas,30.0,NOR,WR,10.0,7.0,64.0,39.0,448.0,11.5,1.0,21.0,54.7,31.0,3.9,44.8,60.9,7.0,0.0,
112.0,Dontayvion Wicks,22.0,GNB,WR,15.0,6.0,58.0,39.0,581.0,14.9,4.0,29.0,62.1,35.0,2.6,38.7,67.2,10.0,3.0,
113.0,Quentin Johnston,22.0,LAC,WR,17.0,10.0,67.0,38.0,431.0,11.3,2.0,20.0,47.8,57.0,2.2,25.4,56.7,6.4,0.0,
114.0,Josh Palmer,24.0,LAC,WR,10.0,6.0,61.0,38.0,581.0,15.3,2.0,22.0,47.5,79.0,3.8,58.1,62.3,9.5,1.0,
115.0,Rhamondre Stevenson,25.0,NWE,RB,12.0,12.0,51.0,38.0,238.0,6.3,0.0,8.0,35.3,34.0,3.2,19.8,74.5,4.7,1.0,
116.0,Michael Wilson,23.0,ARI,WR,13.0,12.0,58.0,38.0,565.0,14.9,3.0,29.0,56.9,69.0,2.9,43.5,65.5,9.7,0.0,
117.0,Kendrick Bourne,28.0,NWE,WR,8.0,5.0,55.0,37.0,406.0,11.0,4.0,15.0,49.1,36.0,4.6,50.8,67.3,7.4,1.0,
118.0,Josh Jacobs,25.0,LVR,RB,13.0,13.0,54.0,37.0,296.0,8.0,0.0,15.0,55.6,21.0,2.8,22.8,68.5,5.5,3.0,
119.0,Juwan Johnson,27.0,NOR,TE,13.0,11.0,59.0,37.0,368.0,9.9,4.0,23.0,50.8,32.0,2.8,28.3,62.7,6.2,0.0,
120.0,Brian Robinson Jr.,24.0,WAS,RB,15.0,15.0,43.0,36.0,368.0,10.2,4.0,15.0,53.5,51.0,2.4,24.5,83.7,8.6,4.0,
121.0,Nelson Agholor,30.0,BAL,WR,17.0,3.0,45.0,35.0,381.0,10.9,4.0,19.0,55.6,37.0,2.1,22.4,77.8,8.5,1.0,
122.0,Odell Beckham Jr.,31.0,BAL,WR,14.0,6.0,64.0,35.0,565.0,16.1,3.0,27.0,50.0,51.0,2.5,40.4,54.7,8.8,1.0,
123.0,DJ Chark,27.0,CAR,WR,15.0,11.0,66.0,35.0,525.0,15.0,5.0,22.0,43.9,47.0,2.3,35.0,53.0,8.0,2.0,
124.0,Kalif Raymond,29.0,DET,WR,17.0,3.0,44.0,35.0,489.0,14.0,1.0,20.0,65.9,41.0,2.1,28.8,79.5,11.1,1.0,
125.0,Durham Smythe,28.0,MIA,TE,16.0,14.0,43.0,35.0,366.0,10.5,0.0,22.0,72.1,22.0,2.2,22.9,81.4,8.5,0.0,
126.0,Michael Gallup,27.0,DAL,WR,17.0,13.0,57.0,34.0,418.0,12.3,2.0,19.0,50.9,41.0,2.0,24.6,59.6,7.3,0.0,
127.0,Roschon Johnson,22.0,CHI,RB,15.0,0.0,40.0,34.0,209.0,6.1,0.0,6.0,27.5,24.0,2.3,13.9,85.0,5.2,1.0,
128.0,Zay Jones,28.0,JAX,WR,9.0,7.0,64.0,34.0,321.0,9.4,2.0,14.0,43.8,36.0,3.8,35.7,53.1,5.0,0.0,
129.0,Luke Musgrave,23.0,GNB,TE,11.0,9.0,46.0,34.0,352.0,10.4,1.0,14.0,50.0,37.0,3.1,32.0,73.9,7.7,0.0,
130.0,Allen Robinson,30.0,PIT,WR,17.0,17.0,49.0,34.0,280.0,8.2,0.0,9.0,44.9,31.0,2.0,16.5,69.4,5.7,0.0,
131.0,Noah Brown,27.0,HOU,WR,10.0,7.0,55.0,33.0,567.0,17.2,2.0,24.0,52.7,75.0,3.3,56.7,60.0,10.3,0.0,
132.0,Zach Charbonnet,22.0,SEA,RB,16.0,2.0,40.0,33.0,209.0,6.3,0.0,7.0,45.0,39.0,2.1,13.1,82.5,5.2,0.0,
133.0,Taysom Hill,33.0,NOR,TE/QB,16.0,7.0,40.0,33.0,291.0,8.8,2.0,11.0,57.5,36.0,2.1,18.2,82.5,7.3,1.0,
134.0,DeVante Parker,30.0,NWE,WR,13.0,13.0,55.0,33.0,394.0,11.9,0.0,17.0,49.1,30.0,2.5,30.3,60.0,7.2,0.0,
135.0,Rashod Bateman,24.0,BAL,WR,16.0,12.0,56.0,32.0,367.0,11.5,1.0,20.0,50.0,29.0,2.0,22.9,57.1,6.6,0.0,
136.0,Noah Fant,26.0,SEA,TE,17.0,17.0,43.0,32.0,414.0,12.9,0.0,16.0,60.5,51.0,1.9,24.4,74.4,9.6,0.0,
137.0,Pat Freiermuth,25.0,PIT,TE,12.0,9.0,47.0,32.0,308.0,9.6,2.0,17.0,48.9,29.0,2.7,25.7,68.1,6.6,0.0,
138.0,Alec Pierce,23.0,IND,WR,17.0,16.0,65.0,32.0,514.0,16.1,2.0,24.0,46.2,58.0,1.9,30.2,49.2,7.9,0.0,
139.0,Kyren Williams,23.0,LAR,RB,12.0,11.0,48.0,32.0,206.0,6.4,3.0,9.0,43.8,24.0,2.7,17.2,66.7,4.3,3.0,"PB,AP-2"
140.0,Tucker Kraft,23.0,GNB,TE,17.0,8.0,40.0,31.0,355.0,11.5,2.0,18.0,67.5,43.0,1.8,20.9,77.5,8.9,0.0,
141.0,Jaleel McLaughlin,23.0,DEN,RB,17.0,3.0,36.0,31.0,160.0,5.2,2.0,5.0,38.9,22.0,1.8,9.4,86.1,4.4,0.0,
142.0,Darnell Mooney,26.0,CHI,WR,15.0,14.0,61.0,31.0,414.0,13.4,1.0,20.0,41.0,41.0,2.1,27.6,50.8,6.8,0.0,
143.0,Kenneth Gainwell,24.0,PHI,RB,16.0,2.0,37.0,30.0,183.0,6.1,0.0,11.0,48.6,19.0,1.9,11.4,81.1,4.9,3.0,
144.0,Kylen Granson,25.0,IND,TE,15.0,7.0,50.0,30.0,368.0,12.3,1.0,19.0,46.0,46.0,2.0,24.5,60.0,7.4,0.0,
145.0,Aaron Jones,29.0,GNB,RB,11.0,11.0,43.0,30.0,233.0,7.8,1.0,13.0,39.5,51.0,2.7,21.2,69.8,5.4,2.0,
146.0,Isaiah Likely,23.0,BAL,TE,17.0,8.0,40.0,30.0,411.0,13.7,5.0,15.0,60.0,54.0,1.8,24.2,75.0,10.3,0.0,
147.0,Alexander Mattison,25.0,MIN,RB,16.0,13.0,44.0,30.0,192.0,6.4,3.0,5.0,34.1,47.0,1.9,12.0,68.2,4.4,3.0,
148.0,Devin Singletary,26.0,HOU,RB,17.0,10.0,38.0,30.0,193.0,6.4,0.0,7.0,36.8,41.0,1.8,11.4,78.9,5.1,1.0,
149.0,Mike Gesicki,28.0,NWE,TE,17.0,10.0,45.0,29.0,244.0,8.4,2.0,11.0,44.4,18.0,1.7,14.4,64.4,5.4,0.0,
150.0,Najee Harris,25.0,PIT,RB,17.0,17.0,38.0,29.0,170.0,5.9,0.0,9.0,50.0,32.0,1.7,10.0,76.3,4.5,2.0,
151.0,Brandon Powell,28.0,MIN,WR,17.0,2.0,44.0,29.0,324.0,11.2,1.0,18.0,50.0,28.0,1.7,19.1,65.9,7.4,1.0,
152.0,JuJu Smith-Schuster,27.0,NWE,WR,11.0,7.0,47.0,29.0,260.0,9.0,1.0,13.0,42.6,37.0,2.6,23.6,61.7,5.5,0.0,
153.0,Kenneth Walker III,23.0,SEA,RB,15.0,15.0,37.0,29.0,259.0,8.9,1.0,9.0,43.2,64.0,1.9,17.3,78.4,7.0,1.0,
154.0,Noah Gray,24.0,KAN,TE,17.0,10.0,41.0,28.0,305.0,10.9,2.0,16.0,53.7,34.0,1.6,17.9,68.3,7.4,0.0,
155.0,Derrick Henry,29.0,TEN,RB,17.0,17.0,36.0,28.0,214.0,7.6,0.0,7.0,44.4,46.0,1.6,12.6,77.8,5.9,0.0,PB
156.0,Justice Hill,26.0,BAL,RB,16.0,5.0,39.0,28.0,206.0,7.4,1.0,8.0,30.8,24.0,1.8,12.9,71.8,5.3,1.0,
157.0,Christian Watson,24.0,GNB,WR,9.0,9.0,53.0,28.0,422.0,15.1,5.0,20.0,50.9,77.0,3.1,46.9,52.8,8.0,0.0,
158.0,Nick Westbrook-Ikhine,26.0,TEN,WR,14.0,9.0,45.0,28.0,370.0,13.2,3.0,18.0,57.8,33.0,2.0,26.4,62.2,8.2,0.0,
159.0,De'Von Achane,22.0,MIA,RB,11.0,4.0,37.0,27.0,197.0,7.3,3.0,10.0,48.6,23.0,2.5,17.9,73.0,5.3,1.0,
160.0,Braxton Berrios,28.0,MIA,WR,16.0,1.0,33.0,27.0,238.0,8.8,1.0,15.0,57.6,22.0,1.7,14.9,81.8,7.2,1.0,
161.0,James Conner,28.0,ARI,RB,13.0,13.0,33.0,27.0,165.0,6.1,2.0,11.0,39.4,34.0,2.1,12.7,81.8,5.0,0.0,
162.0,Zach Ertz,33.0,ARI,TE,7.0,7.0,43.0,27.0,187.0,6.9,1.0,8.0,41.9,17.0,3.9,26.7,62.8,4.3,0.0,
163.0,Michael Mayer,22.0,LVR,TE,14.0,12.0,40.0,27.0,304.0,11.3,2.0,19.0,60.0,32.0,1.9,21.7,67.5,7.6,0.0,
164.0,Zack Moss,26.0,IND,RB,14.0,8.0,37.0,27.0,192.0,7.1,2.0,10.0,35.1,26.0,1.9,13.7,73.0,5.2,0.0,
165.0,Donald Parham,26.0,LAC,TE,14.0,8.0,41.0,27.0,285.0,10.6,4.0,22.0,61.0,24.0,1.9,20.4,65.9,7.0,0.0,
166.0,Miles Sanders,26.0,CAR,RB,16.0,5.0,41.0,27.0,154.0,5.7,0.0,8.0,39.0,14.0,1.7,9.6,65.9,3.8,2.0,
167.0,Kadarius Toney,24.0,KAN,WR,13.0,2.0,38.0,27.0,169.0,6.3,1.0,12.0,44.7,18.0,2.1,13.0,71.1,4.4,1.0,
168.0,Justin Watson,27.0,KAN,WR,16.0,8.0,53.0,27.0,460.0,17.0,3.0,21.0,50.9,41.0,1.7,28.8,50.9,8.7,1.0,
169.0,Demarcus Robinson,29.0,LAR,WR,16.0,4.0,39.0,26.0,371.0,14.3,4.0,20.0,59.0,37.0,1.6,23.2,66.7,9.5,2.0,
170.0,Daniel Bellinger,23.0,NYG,TE,17.0,13.0,28.0,25.0,255.0,10.2,0.0,6.0,39.3,26.0,1.5,15.0,89.3,9.1,0.0,
171.0,Austin Hooper,29.0,LVR,TE,17.0,9.0,31.0,25.0,234.0,9.4,0.0,12.0,61.3,21.0,1.5,13.8,80.6,7.5,0.0,
172.0,Trenton Irwin,28.0,CIN,WR,16.0,5.0,32.0,25.0,316.0,12.6,1.0,15.0,59.4,32.0,1.6,19.8,78.1,9.9,2.0,
173.0,Jerick McKinnon,31.0,KAN,RB,12.0,0.0,32.0,25.0,192.0,7.7,4.0,10.0,43.8,27.0,2.1,16.0,78.1,6.0,0.0,
174.0,Raheem Mostert,31.0,MIA,RB,15.0,15.0,32.0,25.0,175.0,7.0,3.0,6.0,40.6,22.0,1.7,11.7,78.1,5.5,4.0,PB
175.0,Colby Parkinson,24.0,SEA,TE,17.0,1.0,34.0,25.0,247.0,9.9,2.0,11.0,52.9,27.0,1.5,14.5,73.5,7.3,0.0,
176.0,Hunter Renfrow,28.0,LVR,WR,17.0,3.0,37.0,25.0,255.0,10.2,0.0,11.0,40.5,38.0,1.5,15.0,67.6,6.9,1.0,
177.0,Greg Dortch,25.0,ARI,WR,16.0,4.0,41.0,24.0,280.0,11.7,2.0,14.0,48.8,38.0,1.5,17.5,58.5,6.8,0.0,
178.0,Jameson Williams,22.0,DET,WR,12.0,10.0,42.0,24.0,354.0,14.8,2.0,14.0,47.6,63.0,2.0,29.5,57.1,8.4,1.0,
179.0,Michael Carter,24.0,2TM,RB,15.0,0.0,31.0,24.0,101.0,4.2,1.0,5.0,32.3,10.0,1.6,6.7,77.4,3.3,0.0,
179.0,Michael Carter,24.0,NYJ,RB,9.0,0.0,20.0,15.0,68.0,4.5,0.0,4.0,30.0,10.0,1.7,7.6,75.0,3.4,0.0,
179.0,Michael Carter,24.0,ARI,RB,6.0,0.0,11.0,9.0,33.0,3.7,1.0,1.0,36.4,8.0,1.5,5.5,81.8,3.0,0.0,
180.0,Connor Heyward,24.0,PIT,TE,17.0,7.0,34.0,23.0,167.0,7.3,0.0,8.0,47.1,13.0,1.4,9.8,67.6,4.9,0.0,
181.0,Jalin Hyatt,22.0,NYG,WR,17.0,7.0,40.0,23.0,373.0,16.2,0.0,11.0,47.5,58.0,1.4,21.9,57.5,9.3,1.0,
182.0,Allen Lazard,28.0,NYJ,WR,14.0,12.0,49.0,23.0,311.0,13.5,1.0,17.0,40.8,39.0,1.6,22.2,46.9,6.3,0.0,
183.0,Tommy Tremble,23.0,CAR,TE,16.0,8.0,32.0,23.0,194.0,8.4,3.0,10.0,50.0,30.0,1.4,12.1,71.9,6.1,0.0,
184.0,AJ Dillon,25.0,GNB,RB,15.0,6.0,28.0,22.0,223.0,10.1,0.0,10.0,57.1,35.0,1.5,14.9,78.6,8.0,0.0,
185.0,Dawson Knox,27.0,BUF,TE,12.0,11.0,36.0,22.0,186.0,8.5,2.0,13.0,50.0,17.0,1.8,15.5,61.1,5.2,0.0,
186.0,Marvin Mims,21.0,DEN,WR,16.0,7.0,33.0,22.0,377.0,17.1,1.0,9.0,48.5,60.0,1.4,23.6,66.7,11.4,2.0,"PB,AP-2"
187.0,Chris Moore,30.0,TEN,WR,17.0,5.0,35.0,22.0,424.0,19.3,0.0,16.0,54.3,49.0,1.3,24.9,62.9,12.1,1.0,
188.0,Josh Oliver,26.0,MIN,TE,17.0,14.0,28.0,22.0,213.0,9.7,2.0,12.0,53.6,33.0,1.3,12.5,78.6,7.6,1.0,
189.0,Drew Sample,27.0,CIN,TE,17.0,10.0,27.0,22.0,163.0,7.4,2.0,9.0,44.4,22.0,1.3,9.6,81.5,6.0,0.0,
190.0,Jalen Tolbert,24.0,DAL,WR,17.0,6.0,36.0,22.0,268.0,12.2,2.0,13.0,55.6,45.0,1.3,15.8,61.1,7.4,1.0,
191.0,Adam Trautman,26.0,DEN,TE,17.0,12.0,35.0,22.0,204.0,9.3,3.0,10.0,51.4,24.0,1.3,12.0,62.9,5.8,0.0,
192.0,Cedrick Wilson Jr.,28.0,MIA,WR,15.0,3.0,38.0,22.0,296.0,13.5,3.0,14.0,47.4,31.0,1.5,19.7,57.9,7.8,0.0,
193.0,Ty Chandler,25.0,MIN,RB,17.0,4.0,25.0,21.0,159.0,7.6,0.0,7.0,48.0,19.0,1.2,9.4,84.0,6.4,0.0,
194.0,Emari Demercado,24.0,ARI,RB,14.0,2.0,30.0,21.0,119.0,5.7,0.0,4.0,30.0,22.0,1.5,8.5,70.0,4.0,0.0,
195.0,Xavier Gipson,22.0,NYJ,WR,17.0,3.0,38.0,21.0,229.0,10.9,0.0,9.0,34.2,36.0,1.2,13.5,55.3,6.0,5.0,
196.0,Isaiah Hodgins,25.0,NYG,WR,17.0,9.0,33.0,21.0,230.0,11.0,3.0,12.0,63.6,24.0,1.2,13.5,63.6,7.0,1.0,
197.0,Skyy Moore,23.0,KAN,WR,14.0,8.0,38.0,21.0,244.0,11.6,1.0,13.0,44.7,54.0,1.5,17.4,55.3,6.4,0.0,
198.0,Foster Moreau,26.0,NOR,TE,15.0,10.0,25.0,21.0,193.0,9.2,1.0,9.0,60.0,23.0,1.4,12.9,84.0,7.7,0.0,
199.0,Cedric Tillman,23.0,CLE,WR,14.0,3.0,44.0,21.0,224.0,10.7,0.0,12.0,40.9,23.0,1.5,16.0,47.7,5.1,0.0,
200.0,Marquez Valdes-Scantling,29.0,KAN,WR,16.0,10.0,42.0,21.0,315.0,15.0,1.0,14.0,40.5,46.0,1.3,19.7,50.0,7.5,1.0,
201.0,Parris Campbell,26.0,NYG,WR,12.0,3.0,27.0,20.0,104.0,5.2,0.0,2.0,37.0,17.0,1.7,8.7,74.1,3.9,0.0,
202.0,Khalil Herbert,25.0,CHI,RB,12.0,9.0,31.0,20.0,134.0,6.7,1.0,9.0,41.9,23.0,1.7,11.2,64.5,4.3,1.0,
203.0,Van Jefferson,27.0,2TM,WR,17.0,9.0,43.0,20.0,209.0,10.5,0.0,10.0,37.2,46.0,1.2,12.3,46.5,4.9,0.0,
203.0,Van Jefferson,27.0,LAR,WR,5.0,4.0,15.0,8.0,108.0,13.5,0.0,4.0,33.3,46.0,1.6,21.6,53.3,7.2,0.0,
203.0,Van Jefferson,27.0,ATL,WR,12.0,5.0,28.0,12.0,101.0,8.4,0.0,6.0,39.3,14.0,1.0,8.4,42.9,3.6,0.0,
204.0,Ameer Abdullah,30.0,LVR,RB,17.0,0.0,24.0,19.0,131.0,6.9,0.0,4.0,33.3,18.0,1.1,7.7,79.2,5.5,0.0,
205.0,John Bates,26.0,WAS,TE,17.0,4.0,28.0,19.0,151.0,7.9,0.0,6.0,50.0,35.0,1.1,8.9,67.9,5.4,0.0,
206.0,Jake Bobo,25.0,SEA,WR,17.0,0.0,25.0,19.0,196.0,10.3,2.0,9.0,60.0,31.0,1.1,11.5,76.0,7.8,0.0,
207.0,Jauan Jennings,26.0,SFO,WR,13.0,2.0,33.0,19.0,265.0,13.9,1.0,12.0,48.5,31.0,1.5,20.4,57.6,8.0,0.0,
208.0,Brandon Johnson,25.0,DEN,WR,13.0,2.0,30.0,19.0,284.0,14.9,4.0,12.0,60.0,50.0,1.5,21.8,63.3,9.5,0.0,
209.0,Terrace Marshall Jr.,23.0,CAR,WR,9.0,4.0,33.0,19.0,139.0,7.3,0.0,8.0,45.5,14.0,2.1,15.4,57.6,4.2,1.0,
210.0,Jonathan Taylor,24.0,IND,RB,10.0,7.0,23.0,19.0,153.0,8.1,1.0,5.0,43.5,40.0,1.9,15.3,82.6,6.7,1.0,
211.0,Tre Tucker,22.0,LVR,WR,16.0,1.0,34.0,19.0,331.0,17.4,2.0,12.0,41.2,50.0,1.2,20.7,55.9,9.7,0.0,
212.0,Mike Williams,29.0,LAC,WR,3.0,3.0,26.0,19.0,249.0,13.1,1.0,9.0,53.8,49.0,6.3,83.0,73.1,9.6,0.0,
213.0,Tyler Allgeier,23.0,ATL,RB,17.0,3.0,23.0,18.0,193.0,10.7,1.0,6.0,39.1,75.0,1.1,11.4,78.3,8.4,0.0,
214.0,Mack Hollins,30.0,ATL,WR,13.0,3.0,30.0,18.0,251.0,13.9,0.0,9.0,46.7,45.0,1.4,19.3,60.0,8.4,0.0,
215.0,Hayden Hurst,30.0,CAR,TE,9.0,8.0,32.0,18.0,184.0,10.2,1.0,7.0,46.9,48.0,2.0,20.4,56.3,5.8,0.0,
216.0,Will Mallory,24.0,IND,TE,12.0,2.0,26.0,18.0,207.0,11.5,0.0,11.0,50.0,43.0,1.5,17.3,69.2,8.0,1.0,
217.0,Irv Smith Jr.,25.0,CIN,TE,12.0,6.0,26.0,18.0,115.0,6.4,1.0,5.0,38.5,14.0,1.5,9.6,69.2,4.4,1.0,
218.0,Jamaal Williams,28.0,NOR,RB,13.0,4.0,20.0,18.0,62.0,3.4,0.0,1.0,30.0,12.0,1.4,4.8,90.0,3.1,1.0,
219.0,Calvin Austin III,24.0,PIT,WR,17.0,1.0,30.0,17.0,180.0,10.6,1.0,7.0,40.0,72.0,1.0,10.6,56.7,6.0,2.0,
220.0,Matt Breida,28.0,NYG,RB,17.0,4.0,21.0,17.0,88.0,5.2,0.0,2.0,19.0,22.0,1.0,5.2,81.0,4.2,1.0,
221.0,Will Dissly,27.0,SEA,TE,16.0,14.0,22.0,17.0,172.0,10.1,1.0,8.0,59.1,21.0,1.1,10.8,77.3,7.8,0.0,
222.0,Rico Dowdle,25.0,DAL,RB,16.0,0.0,22.0,17.0,144.0,8.5,2.0,6.0,40.9,32.0,1.1,9.0,77.3,6.5,0.0,
223.0,Clyde Edwards-Helaire,24.0,KAN,RB,15.0,3.0,22.0,17.0,188.0,11.1,1.0,7.0,50.0,48.0,1.1,12.5,77.3,8.5,0.0,
224.0,Brevin Jordan,23.0,HOU,TE,14.0,6.0,21.0,17.0,219.0,12.9,2.0,13.0,81.0,27.0,1.2,15.6,81.0,10.4,0.0,
225.0,Johnny Mundt,29.0,MIN,TE,17.0,0.0,23.0,17.0,172.0,10.1,1.0,8.0,52.2,32.0,1.0,10.1,73.9,7.5,0.0,
226.0,Latavius Murray,33.0,BUF,RB,16.0,4.0,22.0,17.0,119.0,7.0,0.0,7.0,45.5,22.0,1.1,7.4,77.3,5.4,1.0,
227.0,Tyler Scott,22.0,CHI,WR,17.0,4.0,32.0,17.0,168.0,9.9,0.0,10.0,43.8,30.0,1.0,9.9,53.1,5.3,1.0,
228.0,Deven Thompkins,24.0,TAM,WR,17.0,1.0,25.0,17.0,83.0,4.9,1.0,5.0,32.0,26.0,1.0,4.9,68.0,3.3,3.0,
229.0,Salvon Ahmed,25.0,MIA,RB,8.0,0.0,23.0,16.0,88.0,5.5,1.0,4.0,30.4,20.0,2.0,11.0,69.6,3.8,0.0,
230.0,Treylon Burks,23.0,TEN,WR,11.0,9.0,30.0,16.0,221.0,13.8,0.0,8.0,43.3,70.0,1.5,20.1,53.3,7.4,0.0,
231.0,Jamison Crowder,30.0,WAS,WR,17.0,0.0,20.0,16.0,159.0,9.9,1.0,8.0,60.0,26.0,0.9,9.4,80.0,8.0,2.0,
232.0,Alex Erickson,31.0,LAC,WR,8.0,3.0,29.0,16.0,232.0,14.5,1.0,12.0,48.3,27.0,2.0,29.0,55.2,8.0,0.0,
233.0,Bo Melton,24.0,GNB,WR,5.0,1.0,24.0,16.0,218.0,13.6,1.0,13.0,62.5,37.0,3.2,43.6,66.7,9.1,0.0,
234.0,John Metchie,23.0,HOU,WR,16.0,0.0,30.0,16.0,158.0,9.9,0.0,7.0,43.3,22.0,1.0,9.9,53.3,5.3,0.0,
235.0,David Montgomery,26.0,DET,RB,14.0,14.0,24.0,16.0,117.0,7.3,0.0,7.0,54.2,19.0,1.1,8.4,66.7,4.9,2.0,
236.0,Jeremy Ruckert,23.0,NYJ,TE,15.0,6.0,22.0,16.0,151.0,9.4,0.0,6.0,50.0,23.0,1.1,10.1,72.7,6.9,0.0,
237.0,Parker Washington,21.0,JAX,WR,9.0,1.0,21.0,16.0,132.0,8.3,2.0,5.0,52.4,19.0,1.8,14.7,76.2,6.3,2.0,
238.0,Jordan Akins,31.0,CLE,TE,17.0,4.0,23.0,15.0,132.0,8.8,0.0,6.0,52.2,28.0,0.9,7.8,65.2,5.7,0.0,
239.0,Dalvin Cook,28.0,NYJ,RB,15.0,1.0,20.0,15.0,78.0,5.2,0.0,3.0,30.0,15.0,1.0,5.2,75.0,3.9,2.0,
240.0,Derius Davis,23.0,LAC,WR,17.0,2.0,17.0,15.0,66.0,4.4,0.0,0.0,23.5,18.0,0.9,3.9,88.2,3.9,3.0,AP-2
241.0,Deonte Harty,26.0,BUF,WR,16.0,1.0,21.0,15.0,150.0,10.0,1.0,9.0,52.4,43.0,0.9,9.4,71.4,7.1,2.0,
242.0,Malik Heath,23.0,GNB,WR,13.0,1.0,24.0,15.0,125.0,8.3,1.0,6.0,41.7,16.0,1.2,9.6,62.5,5.2,0.0,
243.0,Kareem Hunt,28.0,CLE,RB,15.0,2.0,21.0,15.0,84.0,5.6,0.0,5.0,38.1,13.0,1.0,5.6,71.4,4.0,0.0,
244.0,Andrei Iosivas,24.0,CIN,WR,16.0,1.0,25.0,15.0,116.0,7.7,4.0,11.0,60.0,16.0,0.9,7.3,60.0,4.6,0.0,
245.0,Kyle Philips,24.0,TEN,WR,9.0,0.0,22.0,15.0,181.0,12.1,0.0,9.0,50.0,29.0,1.7,20.1,68.2,8.2,1.0,
246.0,Quez Watkins,25.0,PHI,WR,9.0,5.0,21.0,15.0,142.0,9.5,1.0,8.0,61.9,19.0,1.7,15.8,71.4,6.8,0.0,
247.0,Zamir White,24.0,LVR,RB,17.0,4.0,19.0,15.0,98.0,6.5,0.0,4.0,52.6,15.0,0.9,5.8,78.9,5.2,1.0,
248.0,Mecole Hardman,25.0,2TM,WR,11.0,2.0,24.0,15.0,124.0,8.3,0.0,8.0,50.0,37.0,1.4,11.3,62.5,5.2,1.0,
248.0,Mecole Hardman,25.0,NYJ,WR,5.0,0.0,3.0,1.0,6.0,6.0,0.0,0.0,33.3,6.0,0.2,1.2,33.3,2.0,0.0,
248.0,Mecole Hardman,25.0,KAN,WR,6.0,2.0,21.0,14.0,118.0,8.4,0.0,8.0,52.4,37.0,2.3,19.7,66.7,5.6,1.0,
249.0,Jamal Agnew,28.0,JAX,WR,11.0,1.0,21.0,14.0,225.0,16.1,1.0,8.0,57.1,65.0,1.3,20.5,66.7,10.7,1.0,
250.0,David Bell,23.0,CLE,WR,15.0,3.0,23.0,14.0,167.0,11.9,3.0,9.0,47.8,41.0,0.9,11.1,60.9,7.3,0.0,
251.0,Chase Brown,23.0,CIN,RB,12.0,0.0,15.0,14.0,156.0,11.1,1.0,4.0,53.3,54.0,1.2,13.0,93.3,10.4,1.0,
252.0,Chase Edmonds,27.0,TAM,RB,13.0,0.0,17.0,14.0,81.0,5.8,0.0,5.0,58.8,14.0,1.1,6.2,82.4,4.8,0.0,
253.0,Elijah Higgins,23.0,ARI,TE,11.0,2.0,19.0,14.0,163.0,11.6,1.0,9.0,52.6,26.0,1.3,14.8,73.7,8.6,0.0,
254.0,KhaDarel Hodge,28.0,ATL,WR,17.0,4.0,23.0,14.0,232.0,16.6,0.0,13.0,60.9,52.0,0.8,13.6,60.9,10.1,1.0,
255.0,Kyle Juszczyk,32.0,SFO,FB,17.0,16.0,17.0,14.0,119.0,8.5,2.0,8.0,82.4,22.0,0.8,7.0,82.4,7.0,0.0,"PB,AP-1"
256.0,Byron Pringle,30.0,WAS,WR,17.0,1.0,22.0,14.0,161.0,11.5,0.0,7.0,40.9,26.0,0.8,9.5,63.6,7.3,1.0,
257.0,Jeff Wilson,28.0,MIA,RB,10.0,0.0,17.0,14.0,85.0,6.1,0.0,3.0,29.4,12.0,1.4,8.5,82.4,5.0,0.0,
258.0,Mo Alie-Cox,30.0,IND,TE,17.0,7.0,22.0,13.0,161.0,12.4,3.0,9.0,45.5,35.0,0.8,9.5,59.1,7.3,0.0,
259.0,Pharaoh Brown,29.0,NWE,TE,17.0,11.0,15.0,13.0,208.0,16.0,1.0,8.0,66.7,58.0,0.8,12.2,86.7,13.9,1.0,
