rush_rk,player,rush_age,rush_g,rush_gs,rush_att,rush_yds,rush_td,rush_1d,rush_succ%,rush_lng,rush_y/a,rush_y/g,rush_a/g,rush_fmb,rush_awards,rec_rk,rec_age,rec_g,rec_gs,rec_tgt,rec_rec,rec_yds,rec_y/r,rec_td,rec_1d,rec_succ%,rec_lng,rec_r/g,rec_y/g,rec_ctch%,rec_y/tgt,rec_fmb,rec_awards
32.0,AJ Dillon,25.0,15.0,6.0,178.0,613.0,2.0,32.0,50.0,40.0,3.4,40.9,11.9,0.0,,184.0,25.0,15.0,6.0,28.0,22.0,223.0,10.1,0.0,10.0,57.1,35.0,1.5,14.9,78.6,8.0,0.0,
40.0,Aaron Jones,29.0,11.0,11.0,142.0,656.0,2.0,34.0,62.0,39.0,4.6,59.6,12.9,2.0,,145.0,29.0,11.0,11.0,43.0,30.0,233.0,7.8,1.0,13.0,39.5,51.0,2.7,21.2,69.8,5.4,2.0,
354.0,Alex Armah,29.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,376.0,29.0,8.0,0.0,3.0,3.0,13.0,4.3,0.0,1.0,33.3,10.0,0.4,1.6,100.0,4.3,0.0,
30.0,Alexander Mattison,25.0,16.0,13.0,180.0,700.0,0.0,28.0,45.0,21.0,3.9,43.8,11.3,3.0,,147.0,25.0,16.0,13.0,44.0,30.0,192.0,6.4,3.0,5.0,34.1,47.0,1.9,12.0,68.2,4.4,3.0,
29.0,Alvin Kamara,28.0,13.0,12.0,180.0,694.0,5.0,42.0,48.3,17.0,3.9,53.4,13.8,0.0,,33.0,28.0,13.0,12.0,86.0,75.0,466.0,6.2,1.0,23.0,45.3,25.0,5.8,35.8,87.2,5.4,0.0,
147.0,Ameer Abdullah,30.0,17.0,0.0,15.0,89.0,0.0,6.0,60.0,12.0,5.9,5.2,0.9,0.0,,204.0,30.0,17.0,0.0,24.0,19.0,131.0,6.9,0.0,4.0,33.3,18.0,1.1,7.7,79.2,5.5,0.0,
471.0,Anthony McFarland Jr.,25.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,405.0,25.0,3.0,0.0,2.0,2.0,11.0,5.5,0.0,1.0,100.0,6.0,0.7,3.7,100.0,5.5,0.0,
69.0,Antonio Gibson,25.0,16.0,2.0,65.0,265.0,1.0,13.0,43.1,16.0,4.1,16.6,4.1,4.0,,86.0,25.0,16.0,2.0,59.0,48.0,389.0,8.1,2.0,19.0,44.1,41.0,3.0,24.3,81.4,6.6,4.0,
31.0,Austin Ekeler,28.0,14.0,14.0,179.0,628.0,5.0,34.0,47.5,55.0,3.5,44.9,12.8,5.0,,77.0,28.0,14.0,14.0,74.0,51.0,436.0,8.5,1.0,20.0,43.2,39.0,3.6,31.1,68.9,5.9,5.0,
19.0,Bijan Robinson,21.0,17.0,16.0,214.0,976.0,4.0,50.0,43.5,38.0,4.6,57.4,12.6,4.0,AP ORoY-5,64.0,21.0,17.0,16.0,86.0,58.0,487.0,8.4,4.0,24.0,45.3,71.0,3.4,28.6,67.4,5.7,4.0,AP ORoY-5
138.0,Boston Scott,28.0,15.0,0.0,20.0,86.0,0.0,5.0,50.0,18.0,4.3,5.7,1.3,1.0,,372.0,28.0,15.0,0.0,6.0,4.0,52.0,13.0,0.0,2.0,33.3,27.0,0.3,3.5,66.7,8.7,1.0,
226.0,Brandon Bolden,33.0,17.0,0.0,4.0,31.0,1.0,2.0,50.0,26.0,7.8,1.8,0.2,0.0,,470.0,33.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
14.0,Breece Hall,22.0,17.0,16.0,223.0,994.0,5.0,40.0,39.5,83.0,4.5,58.5,13.1,2.0,AP CPoY-7,29.0,22.0,17.0,16.0,95.0,76.0,591.0,7.8,4.0,28.0,40.0,50.0,4.5,34.8,80.0,6.2,2.0,AP CPoY-7
33.0,Brian Robinson Jr.,24.0,15.0,15.0,178.0,733.0,5.0,47.0,47.8,29.0,4.1,48.9,11.9,4.0,,120.0,24.0,15.0,15.0,43.0,36.0,368.0,10.2,4.0,15.0,53.5,51.0,2.4,24.5,83.7,8.6,4.0,
72.0,Cam Akers,24.0,7.0,1.0,60.0,167.0,2.0,12.0,35.0,19.0,2.8,23.9,8.6,0.0,,274.0,24.0,7.0,1.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.6,10.0,91.7,5.8,0.0,
72.0,Cam Akers,24.0,7.0,1.0,60.0,167.0,2.0,12.0,35.0,19.0,2.8,23.9,8.6,0.0,,274.0,24.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
72.0,Cam Akers,24.0,7.0,1.0,60.0,167.0,2.0,12.0,35.0,19.0,2.8,23.9,8.6,0.0,,274.0,24.0,6.0,0.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.8,11.7,91.7,5.8,0.0,
72.0,Cam Akers,24.0,1.0,1.0,22.0,29.0,1.0,4.0,27.3,12.0,1.3,29.0,22.0,0.0,,274.0,24.0,7.0,1.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.6,10.0,91.7,5.8,0.0,
72.0,Cam Akers,24.0,1.0,1.0,22.0,29.0,1.0,4.0,27.3,12.0,1.3,29.0,22.0,0.0,,274.0,24.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
72.0,Cam Akers,24.0,1.0,1.0,22.0,29.0,1.0,4.0,27.3,12.0,1.3,29.0,22.0,0.0,,274.0,24.0,6.0,0.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.8,11.7,91.7,5.8,0.0,
72.0,Cam Akers,24.0,6.0,0.0,38.0,138.0,1.0,8.0,39.5,19.0,3.6,23.0,6.3,0.0,,274.0,24.0,7.0,1.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.6,10.0,91.7,5.8,0.0,
72.0,Cam Akers,24.0,6.0,0.0,38.0,138.0,1.0,8.0,39.5,19.0,3.6,23.0,6.3,0.0,,274.0,24.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
72.0,Cam Akers,24.0,6.0,0.0,38.0,138.0,1.0,8.0,39.5,19.0,3.6,23.0,6.3,0.0,,274.0,24.0,6.0,0.0,12.0,11.0,70.0,6.4,0.0,2.0,50.0,30.0,1.8,11.7,91.7,5.8,0.0,
87.0,Chase Brown,23.0,12.0,0.0,44.0,179.0,0.0,6.0,34.1,31.0,4.1,14.9,3.7,1.0,,251.0,23.0,12.0,0.0,15.0,14.0,156.0,11.1,1.0,4.0,53.3,54.0,1.2,13.0,93.3,10.4,1.0,
83.0,Chase Edmonds,27.0,13.0,0.0,49.0,176.0,0.0,8.0,46.9,21.0,3.6,13.5,3.8,0.0,,252.0,27.0,13.0,0.0,17.0,14.0,81.0,5.8,0.0,5.0,58.8,14.0,1.1,6.2,82.4,4.8,0.0,
139.0,Chris Brooks,23.0,9.0,0.0,19.0,106.0,0.0,2.0,31.6,52.0,5.6,11.8,2.1,0.0,,474.0,23.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,
270.0,Chris Evans,26.0,8.0,0.0,2.0,12.0,0.0,0.0,0.0,7.0,6.0,1.5,0.3,0.0,,426.0,26.0,8.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.1,-0.1,100.0,-1.0,0.0,
79.0,Chris Rodriguez,23.0,13.0,0.0,51.0,247.0,2.0,14.0,47.1,16.0,4.8,19.0,3.9,1.0,,411.0,23.0,13.0,0.0,2.0,2.0,12.0,6.0,0.0,1.0,100.0,7.0,0.2,0.9,100.0,6.0,1.0,
2.0,Christian McCaffrey,27.0,16.0,16.0,272.0,1459.0,14.0,83.0,54.0,72.0,5.4,91.2,17.0,3.0,"PB,AP-1,AP MVP-3,AP OPoY-1",45.0,27.0,16.0,16.0,83.0,67.0,564.0,8.4,7.0,31.0,55.4,41.0,4.2,35.3,80.7,6.8,3.0,"PB,AP-1,AP MVP-3,AP OPoY-1"
9.0,Chuba Hubbard,24.0,17.0,12.0,238.0,902.0,5.0,59.0,47.5,22.0,3.8,53.1,14.0,1.0,,106.0,24.0,17.0,12.0,44.0,39.0,233.0,6.0,0.0,9.0,36.4,25.0,2.3,13.7,88.6,5.3,1.0,
66.0,Clyde Edwards-Helaire,24.0,15.0,3.0,70.0,223.0,1.0,12.0,40.0,20.0,3.2,14.9,4.7,0.0,,223.0,24.0,15.0,3.0,22.0,17.0,188.0,11.1,1.0,7.0,50.0,48.0,1.1,12.5,77.3,8.5,0.0,
82.0,Cordarrelle Patterson,32.0,14.0,0.0,50.0,181.0,0.0,9.0,46.0,18.0,3.6,12.9,3.6,1.0,,300.0,32.0,14.0,0.0,12.0,9.0,38.0,4.2,1.0,2.0,33.3,11.0,0.6,2.7,75.0,3.2,1.0,
92.0,Craig Reynolds,27.0,17.0,0.0,41.0,179.0,1.0,11.0,43.9,19.0,4.4,10.5,2.4,2.0,,349.0,27.0,17.0,0.0,5.0,5.0,47.0,9.4,0.0,2.0,60.0,28.0,0.3,2.8,100.0,9.4,2.0,
12.0,D'Andre Swift,24.0,16.0,15.0,229.0,1049.0,5.0,50.0,54.1,43.0,4.6,65.6,14.3,3.0,PB,110.0,24.0,16.0,15.0,49.0,39.0,214.0,5.5,1.0,8.0,42.9,20.0,2.4,13.4,79.6,4.4,3.0,PB
90.0,D'Ernest Johnson,27.0,17.0,0.0,41.0,108.0,0.0,5.0,39.0,19.0,2.6,6.4,2.4,0.0,,291.0,27.0,17.0,0.0,12.0,10.0,140.0,14.0,0.0,6.0,50.0,42.0,0.6,8.2,83.3,11.7,0.0,
46.0,D'Onta Foreman,27.0,9.0,8.0,109.0,425.0,4.0,24.0,53.2,22.0,3.9,47.2,12.1,1.0,,277.0,27.0,9.0,8.0,16.0,11.0,77.0,7.0,1.0,6.0,43.8,17.0,1.2,8.6,68.8,4.8,1.0,
68.0,Dalvin Cook,28.0,15.0,1.0,67.0,214.0,0.0,10.0,38.8,14.0,3.2,14.3,4.5,2.0,,239.0,28.0,15.0,1.0,20.0,15.0,78.0,5.2,0.0,3.0,30.0,15.0,1.0,5.2,75.0,3.9,2.0,
