rush_rk,player,rush_age,rush_g,rush_gs,rush_att,rush_yds,rush_td,rush_1d,rush_succ%,rush_lng,rush_y/a,rush_y/g,rush_a/g,rush_fmb,rush_awards,rec_rk,rec_age,rec_g,rec_gs,rec_tgt,rec_rec,rec_yds,rec_y/r,rec_td,rec_1d,rec_succ%,rec_lng,rec_r/g,rec_y/g,rec_ctch%,rec_y/tgt,rec_fmb,rec_awards
577.0,Adam Trautman,25.0,15.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,214.0,25.0,15.0,12.0,22.0,18.0,207.0,11.5,1.0,9.0,59.1,22.0,1.2,13.8,81.8,9.4,0.0,
518.0,Albert Okwuegbunam,24.0,8.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,284.0,24.0,8.0,1.0,18.0,10.0,95.0,9.5,1.0,4.0,44.4,25.0,1.3,11.9,55.6,5.3,0.0,
281.0,Andrew Beck,26.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.0,,343.0,26.0,13.0,4.0,11.0,5.0,69.0,13.8,0.0,2.0,45.5,27.0,0.4,5.3,45.5,6.3,0.0,
312.0,Armani Rogers,25.0,11.0,3.0,2.0,26.0,0.0,1.0,50.0,24.0,13.0,2.4,0.2,0.0,,355.0,25.0,11.0,3.0,6.0,5.0,64.0,12.8,0.0,4.0,66.7,23.0,0.5,5.8,83.3,10.7,0.0,
464.0,Austin Hooper,28.0,17.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,101.0,28.0,17.0,2.0,60.0,41.0,444.0,10.8,2.0,28.0,60.0,24.0,2.4,26.1,68.3,7.4,0.0,
423.0,Ben Ellefson,26.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,385.0,26.0,4.0,1.0,3.0,3.0,26.0,8.7,0.0,2.0,66.7,12.0,0.8,6.5,100.0,8.7,0.0,
382.0,Blake Bell,31.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,403.0,31.0,3.0,1.0,2.0,2.0,20.0,10.0,1.0,1.0,50.0,17.0,0.7,6.7,100.0,10.0,0.0,
485.0,Brevin Jordan,22.0,11.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,245.0,22.0,11.0,3.0,28.0,14.0,128.0,9.1,0.0,7.0,39.3,20.0,1.3,11.6,50.0,4.6,0.0,
602.0,Brock Wright,24.0,17.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,215.0,24.0,17.0,10.0,24.0,18.0,216.0,12.0,4.0,13.0,62.5,51.0,1.1,12.7,75.0,9.0,0.0,
465.0,Brycen Hopkins,25.0,14.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,322.0,25.0,14.0,1.0,11.0,7.0,109.0,15.6,0.0,5.0,54.5,22.0,0.5,7.8,63.6,9.9,0.0,
581.0,C.J. Uzomah,29.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,195.0,29.0,15.0,13.0,27.0,21.0,232.0,11.0,2.0,10.0,51.9,40.0,1.4,15.5,77.8,8.6,0.0,
521.0,Cade Otton,23.0,16.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,96.0,23.0,16.0,11.0,65.0,42.0,391.0,9.3,2.0,19.0,52.3,35.0,2.6,24.4,64.6,6.0,0.0,
389.0,Cameron Brate,31.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,196.0,31.0,11.0,1.0,38.0,20.0,174.0,8.7,0.0,8.0,28.9,21.0,1.8,15.8,52.6,4.6,0.0,
492.0,Charlie Kolar,23.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,370.0,23.0,2.0,0.0,6.0,4.0,49.0,12.3,0.0,3.0,66.7,15.0,2.0,24.5,66.7,8.2,0.0,
599.0,Charlie Woerner,25.0,17.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,603.0,25.0,17.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
271.0,Chigoziem Okonkwo,23.0,17.0,8.0,3.0,2.0,0.0,0.0,0.0,6.0,0.7,0.1,0.2,0.0,,139.0,23.0,17.0,8.0,46.0,32.0,450.0,14.1,3.0,22.0,50.0,48.0,1.9,26.5,69.6,9.8,0.0,
501.0,Chris Manhertz,30.0,17.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,336.0,30.0,17.0,11.0,8.0,6.0,42.0,7.0,0.0,2.0,37.5,21.0,0.4,2.5,75.0,5.3,0.0,
524.0,Colby Parkinson,23.0,17.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,171.0,23.0,17.0,2.0,34.0,25.0,322.0,12.9,2.0,14.0,61.8,39.0,1.5,18.9,73.5,9.5,0.0,
301.0,Cole Kmet,23.0,17.0,17.0,2.0,9.0,0.0,1.0,100.0,8.0,4.5,0.5,0.1,1.0,,77.0,23.0,17.0,17.0,69.0,50.0,544.0,10.9,7.0,27.0,59.4,50.0,2.9,32.0,72.5,7.9,1.0,
580.0,Cole Turner,22.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,439.0,22.0,10.0,2.0,9.0,2.0,23.0,11.5,0.0,1.0,11.1,18.0,0.2,2.3,22.2,2.6,0.0,
295.0,Connor Heyward,23.0,17.0,0.0,2.0,27.0,0.0,2.0,100.0,21.0,13.5,1.6,0.1,0.0,,259.0,23.0,17.0,0.0,17.0,12.0,151.0,12.6,1.0,6.0,58.8,45.0,0.7,8.9,70.6,8.9,0.0,
443.0,Dallas Goedert,27.0,12.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,,68.0,27.0,12.0,12.0,69.0,55.0,702.0,12.8,3.0,40.0,69.6,31.0,4.6,58.5,79.7,10.2,1.0,
545.0,Dalton Schultz,26.0,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,,65.0,26.0,15.0,15.0,89.0,57.0,577.0,10.1,5.0,27.0,55.1,30.0,3.8,38.5,64.0,6.5,1.0,
