Rk,Player,Age,Team,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassYds,RushAtt,RushYds,PassAtt,PassYds,Awards
18.0,Ryan Tannehill,32.0,TEN,QB,16.0,16.0,315.0,481.0,4029.0,8.4,2295.0,7.3,4.8,1524.0,4.8,8.0,19.0,0.0,20.0,4.3,63.0,13.6,357.0,77.3,2.5,161.0,36.0,61.0,121.0,23.0,20.0,7.4,17.0,153.0,9.0,54.0,8.0,99.0,158.0,1541.0,
19.0,Daniel Jones,23.0,NYG,QB,14.0,14.0,280.0,448.0,3395.0,7.6,1827.0,6.5,4.1,1116.0,4.0,8.0,14.0,2.0,23.0,5.3,76.0,17.6,325.0,75.2,2.5,200.0,56.0,55.0,156.0,30.3,22.0,7.9,46.0,367.0,28.0,208.0,17.0,159.0,101.0,717.0,
20.0,Drew Lock,24.0,DEN,QB,13.0,13.0,254.0,443.0,3883.0,8.8,1530.0,6.0,3.5,1403.0,5.5,5.0,13.0,2.0,25.0,5.8,98.0,22.9,295.0,68.9,2.6,148.0,53.0,46.0,118.0,24.4,22.0,6.0,25.0,147.0,21.0,117.0,4.0,30.0,92.0,774.0,
21.0,Carson Wentz,28.0,PHI,QB,12.0,12.0,251.0,437.0,3836.0,8.8,1605.0,6.4,3.7,1015.0,4.0,6.0,21.0,1.0,23.0,5.5,90.0,21.7,292.0,70.4,2.6,167.0,35.0,64.0,149.0,29.3,22.0,8.4,64.0,253.0,51.0,210.0,8.0,43.0,103.0,583.0,
22.0,Joe Burrow,24.0,CIN,QB,10.0,10.0,264.0,404.0,3438.0,8.5,1550.0,5.9,3.8,1138.0,4.3,4.0,8.0,3.0,19.0,4.8,58.0,14.8,296.0,75.3,2.3,138.0,30.0,47.0,109.0,24.1,16.0,5.2,38.0,185.0,34.0,170.0,2.0,15.0,78.0,503.0,
23.0,Drew Brees,41.0,NOR,QB,12.0,12.0,275.0,390.0,2361.0,6.1,1464.0,5.3,3.8,1478.0,5.4,3.0,7.0,2.0,21.0,5.5,51.0,13.4,308.0,80.8,2.4,92.0,13.0,33.0,59.0,14.6,2.0,1.5,5.0,34.0,5.0,34.0,0.0,0.0,55.0,430.0,
24.0,Lamar Jackson,23.0,BAL,QB,15.0,15.0,242.0,376.0,3241.0,8.6,1588.0,6.6,4.2,1169.0,4.8,6.0,9.0,3.0,20.0,5.5,64.0,17.6,274.0,75.3,2.5,104.0,49.0,24.0,102.0,22.5,49.0,7.2,157.0,1301.0,75.0,742.0,76.0,559.0,87.0,767.0,
25.0,Cam Newton,31.0,NWE,QB,15.0,15.0,242.0,368.0,2496.0,6.8,1393.0,5.8,3.8,1264.0,5.2,9.0,11.0,2.0,15.0,4.2,70.0,19.7,265.0,74.6,2.6,178.0,48.0,30.0,109.0,26.0,20.0,9.3,36.0,145.0,13.0,61.0,23.0,84.0,99.0,863.0,
26.0,Sam Darnold,23.0,NYJ,QB,12.0,12.0,217.0,364.0,2794.0,7.7,1053.0,4.9,2.9,1155.0,5.3,7.0,21.0,3.0,14.0,4.1,62.0,18.2,244.0,71.8,2.4,143.0,43.0,38.0,116.0,27.3,26.0,8.0,8.0,48.0,5.0,37.0,3.0,11.0,63.0,542.0,
27.0,Andy Dalton,33.0,DAL,QB,11.0,9.0,216.0,333.0,2278.0,6.8,1127.0,5.2,3.4,1043.0,4.8,5.0,14.0,0.0,21.0,6.6,48.0,15.0,250.0,78.4,2.3,119.0,15.0,25.0,64.0,17.2,15.0,5.7,21.0,177.0,17.0,154.0,3.0,23.0,61.0,414.0,
28.0,Gardner Minshew II,24.0,JAX,QB,9.0,8.0,216.0,327.0,2558.0,7.8,1243.0,5.8,3.8,1016.0,4.7,4.0,15.0,1.0,10.0,3.2,58.0,18.6,238.0,76.5,2.4,90.0,38.0,20.0,85.0,22.5,24.0,6.6,18.0,131.0,14.0,127.0,3.0,4.0,47.0,363.0,
29.0,Nick Mullens,25.0,SFO,QB,10.0,8.0,211.0,326.0,2053.0,6.3,1198.0,5.7,3.7,1239.0,5.9,7.0,6.0,0.0,17.0,5.3,48.0,15.0,241.0,75.3,2.4,116.0,33.0,56.0,108.0,31.1,2.0,5.0,13.0,74.0,12.0,74.0,0.0,0.0,86.0,863.0,
30.0,Nick Foles,31.0,CHI,QB,9.0,7.0,202.0,312.0,2502.0,8.0,1151.0,5.7,3.7,701.0,3.5,5.0,11.0,1.0,9.0,3.0,48.0,16.0,229.0,76.3,2.2,99.0,15.0,41.0,74.0,22.2,3.0,3.7,32.0,238.0,30.0,238.0,0.0,0.0,59.0,468.0,
31.0,Mitchell Trubisky,26.0,CHI,QB,10.0,9.0,199.0,297.0,2329.0,7.8,1052.0,5.3,3.5,1003.0,5.0,1.0,4.0,0.0,9.0,3.1,53.0,18.1,222.0,75.8,2.3,80.0,25.0,21.0,64.0,19.3,17.0,9.8,31.0,213.0,25.0,200.0,6.0,13.0,96.0,798.0,
32.0,Tua Tagovailoa,22.0,MIA,QB,10.0,9.0,186.0,290.0,2175.0,7.5,1048.0,5.6,3.6,766.0,4.1,2.0,5.0,3.0,12.0,4.3,53.0,18.8,209.0,74.1,2.3,115.0,14.0,14.0,48.0,14.7,16.0,5.8,32.0,208.0,28.0,195.0,4.0,13.0,78.0,466.0,
33.0,Ryan Fitzpatrick,38.0,MIA,QB,9.0,7.0,183.0,267.0,2072.0,7.8,1236.0,6.8,4.6,855.0,4.7,5.0,2.0,1.0,10.0,3.8,37.0,14.0,211.0,79.9,2.2,99.0,22.0,31.0,67.0,22.6,15.0,8.0,16.0,109.0,14.0,109.0,1.0,0.0,41.0,341.0,
34.0,Alex Smith,36.0,WAS,QB,8.0,6.0,168.0,252.0,1286.0,5.1,629.0,3.7,2.5,953.0,5.7,4.0,12.0,0.0,8.0,3.3,42.0,17.5,183.0,76.3,2.3,63.0,37.0,27.0,86.0,31.0,3.0,3.0,22.0,122.0,22.0,122.0,0.0,0.0,48.0,365.0,AP CPoY-1
35.0,Dwayne Haskins,23.0,WAS,QB,7.0,6.0,148.0,241.0,1622.0,6.7,572.0,3.9,2.4,867.0,5.9,5.0,4.0,0.0,12.0,5.1,53.0,22.4,165.0,69.6,2.3,66.0,17.0,24.0,61.0,22.8,7.0,8.3,40.0,231.0,35.0,224.0,3.0,7.0,36.0,160.0,
36.0,Dak Prescott,27.0,DAL,QB,5.0,5.0,151.0,222.0,1762.0,7.9,1046.0,6.9,4.7,810.0,5.4,1.0,3.0,1.0,13.0,6.0,33.0,15.1,168.0,77.1,2.5,66.0,23.0,19.0,52.0,21.7,8.0,8.0,34.0,263.0,32.0,261.0,1.0,2.0,58.0,582.0,
37.0,Mike Glennon,31.0,JAX,QB,5.0,5.0,111.0,179.0,1424.0,8.0,667.0,6.0,3.7,405.0,3.6,3.0,5.0,3.0,7.0,4.1,25.0,14.6,123.0,71.9,2.3,32.0,10.0,12.0,31.0,16.1,4.0,3.3,3.0,6.0,2.0,6.0,0.0,0.0,26.0,267.0,
38.0,Jalen Hurts,22.0,PHI,QB,15.0,4.0,77.0,148.0,1350.0,9.1,593.0,7.7,4.0,468.0,6.1,5.0,12.0,1.0,4.0,3.0,36.0,26.7,82.0,60.7,2.3,55.0,16.0,12.0,41.0,22.2,24.0,6.9,40.0,338.0,15.0,198.0,22.0,140.0,19.0,236.0,
39.0,Brandon Allen,28.0,CIN,QB,5.0,5.0,90.0,142.0,940.0,6.6,368.0,4.1,2.6,557.0,6.2,1.0,3.0,0.0,8.0,5.8,23.0,16.5,109.0,78.4,2.3,37.0,4.0,16.0,27.0,17.5,5.0,2.8,20.0,183.0,18.0,180.0,1.0,3.0,35.0,236.0,
40.0,Jimmy Garoppolo,29.0,SFO,QB,6.0,6.0,94.0,140.0,879.0,6.3,382.0,4.1,2.7,714.0,7.6,1.0,0.0,0.0,9.0,6.4,24.0,17.1,109.0,77.9,2.3,50.0,8.0,14.0,33.0,21.3,4.0,5.3,10.0,57.0,8.0,57.0,0.0,0.0,40.0,385.0,
41.0,Joe Flacco,35.0,NYJ,QB,5.0,4.0,74.0,134.0,1422.0,10.6,519.0,7.0,3.9,345.0,4.7,1.0,10.0,0.0,5.0,4.0,29.0,23.4,88.0,71.0,2.3,56.0,16.0,20.0,43.0,29.5,5.0,4.4,4.0,9.0,4.0,9.0,0.0,0.0,28.0,213.0,
42.0,Taysom Hill,30.0,NOR,QB/WR,16.0,8.0,88.0,121.0,843.0,7.0,556.0,6.3,4.6,372.0,4.2,1.0,3.0,0.0,6.0,5.1,16.0,13.6,94.0,79.7,2.7,41.0,10.0,13.0,37.0,24.3,17.0,9.4,11.0,75.0,4.0,44.0,7.0,31.0,26.0,253.0,
43.0,Jake Luton,24.0,JAX,QB,3.0,3.0,60.0,110.0,865.0,7.9,338.0,5.6,3.1,286.0,4.8,3.0,6.0,0.0,5.0,4.8,30.0,28.8,68.0,65.4,2.3,44.0,10.0,8.0,25.0,21.2,1.0,13.0,4.0,25.0,4.0,25.0,0.0,0.0,18.0,108.0,
44.0,C.J. Beathard,27.0,SFO,QB,6.0,2.0,66.0,104.0,838.0,8.1,443.0,6.7,4.3,344.0,5.2,1.0,5.0,1.0,8.0,8.2,17.0,17.3,76.0,77.6,2.6,27.0,4.0,13.0,26.0,22.8,1.0,7.0,6.0,34.0,4.0,15.0,2.0,19.0,16.0,96.0,
45.0,Kyle Allen,24.0,WAS,QB,4.0,4.0,60.0,87.0,523.0,6.0,286.0,4.8,3.3,324.0,5.4,1.0,8.0,0.0,2.0,2.5,8.0,10.1,64.0,81.0,2.5,31.0,9.0,9.0,25.0,25.5,4.0,7.0,11.0,77.0,8.0,75.0,1.0,2.0,29.0,234.0,
46.0,Colt McCoy,34.0,NYG,QB,4.0,2.0,40.0,66.0,590.0,8.9,248.0,6.2,3.8,127.0,3.2,0.0,0.0,0.0,5.0,7.6,14.0,21.2,50.0,75.8,2.4,21.0,6.0,8.0,19.0,25.3,4.0,3.3,3.0,3.0,3.0,3.0,0.0,0.0,14.0,85.0,
47.0,Jeff Driskel,27.0,DEN,QB,3.0,1.0,35.0,64.0,638.0,10.0,301.0,8.6,4.7,131.0,3.7,2.0,1.0,0.0,5.0,7.9,15.0,23.8,43.0,68.3,2.5,47.0,8.0,14.0,33.0,42.3,3.0,5.0,3.0,38.0,3.0,38.0,0.0,0.0,6.0,55.0,
48.0,P.J. Walker,25.0,CAR,QB,4.0,1.0,32.0,56.0,583.0,10.4,227.0,7.1,4.1,141.0,4.4,2.0,0.0,0.0,6.0,10.7,13.0,23.2,37.0,66.1,2.3,23.0,4.0,4.0,12.0,20.0,0.0,,3.0,20.0,2.0,20.0,0.0,0.0,8.0,21.0,
49.0,Jarrett Stidham,24.0,NWE,QB,5.0,0.0,22.0,44.0,268.0,6.1,76.0,3.5,1.7,180.0,8.2,1.0,6.0,0.0,3.0,7.9,9.0,23.7,26.0,68.4,2.7,18.0,5.0,8.0,17.0,34.0,2.0,3.5,3.0,24.0,2.0,23.0,1.0,1.0,10.0,56.0,
50.0,Chase Daniel,34.0,DET,QB,4.0,0.0,29.0,43.0,275.0,6.4,145.0,5.0,3.4,119.0,4.1,1.0,1.0,1.0,3.0,7.3,5.0,12.2,33.0,80.5,2.3,14.0,3.0,4.0,10.0,20.8,2.0,8.0,1.0,21.0,1.0,21.0,0.0,0.0,5.0,78.0,
51.0,Ben DiNucci,24.0,DAL,QB,3.0,1.0,23.0,43.0,349.0,8.1,85.0,3.7,2.0,134.0,5.8,0.0,1.0,1.0,2.0,4.9,13.0,31.7,26.0,63.4,2.5,14.0,8.0,3.0,18.0,35.3,1.0,9.0,4.0,2.0,2.0,0.0,2.0,2.0,6.0,14.0,
52.0,Mason Rudolph,25.0,PIT,QB,5.0,1.0,25.0,43.0,432.0,10.0,222.0,8.9,5.2,102.0,4.1,0.0,1.0,0.0,4.0,9.5,9.0,21.4,32.0,76.2,2.2,12.0,12.0,3.0,16.0,35.6,1.0,1.0,1.0,7.0,1.0,7.0,0.0,0.0,2.0,0.0,
53.0,Brett Rypien,24.0,DEN,QB,3.0,1.0,27.0,40.0,346.0,8.7,213.0,7.9,5.3,82.0,3.0,1.0,4.0,0.0,1.0,2.8,2.0,5.6,28.0,77.8,2.4,17.0,4.0,6.0,11.0,26.8,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,5.0,54.0,
54.0,Garrett Gilbert,29.0,DAL,QB,1.0,1.0,21.0,38.0,348.0,9.2,191.0,9.1,5.0,52.0,2.5,3.0,0.0,1.0,0.0,0.0,11.0,29.7,21.0,56.8,2.3,17.0,10.0,6.0,18.0,42.9,2.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,16.0,
55.0,Chad Henne,35.0,KAN,QB,3.0,1.0,28.0,38.0,158.0,4.2,48.0,1.7,1.3,200.0,7.1,0.0,1.0,0.0,1.0,2.7,6.0,16.2,31.0,83.8,1.9,8.0,2.0,4.0,8.0,20.0,0.0,,3.0,-1.0,1.0,-2.0,1.0,1.0,9.0,30.0,
56.0,John Wolford,25.0,LAR,QB,1.0,1.0,22.0,38.0,358.0,9.4,138.0,6.3,3.6,93.0,4.2,1.0,1.0,0.0,1.0,2.7,10.0,27.0,25.0,67.6,2.1,18.0,3.0,4.0,9.0,21.4,2.0,12.0,8.0,67.0,5.0,35.0,3.0,32.0,7.0,35.0,
57.0,Ryan Finley,26.0,CIN,QB,5.0,1.0,17.0,32.0,335.0,10.5,93.0,5.5,2.9,71.0,4.2,0.0,0.0,0.0,1.0,3.1,7.0,21.9,24.0,75.0,2.3,18.0,3.0,8.0,20.0,46.5,2.0,11.5,5.0,36.0,0.0,0.0,5.0,36.0,1.0,0.0,
58.0,Tyrod Taylor,31.0,LAC,QB,2.0,1.0,16.0,30.0,335.0,11.2,128.0,8.0,4.3,80.0,5.0,0.0,2.0,0.0,1.0,3.6,6.0,21.4,20.0,71.4,2.5,9.0,5.0,2.0,9.0,26.5,2.0,3.5,5.0,24.0,3.0,23.0,2.0,1.0,7.0,46.0,
59.0,Marcus Mariota,27.0,LVR,QB,1.0,0.0,17.0,28.0,273.0,9.8,150.0,8.8,5.4,76.0,4.5,0.0,1.0,1.0,1.0,3.8,6.0,23.1,19.0,73.1,2.4,4.0,3.0,2.0,5.0,15.6,4.0,4.5,3.0,56.0,0.0,0.0,3.0,56.0,5.0,34.0,
60.0,Brian Hoyer,35.0,NWE,QB,1.0,1.0,15.0,24.0,196.0,8.2,74.0,4.9,3.1,56.0,3.7,0.0,1.0,0.0,1.0,4.3,4.0,17.4,19.0,82.6,2.2,11.0,0.0,1.0,3.0,11.1,1.0,8.0,3.0,59.0,3.0,59.0,0.0,0.0,9.0,83.0,
61.0,Matt Barkley,30.0,BUF,QB,5.0,0.0,11.0,21.0,251.0,12.0,142.0,12.9,6.8,55.0,5.0,1.0,0.0,0.0,2.0,9.5,5.0,23.8,13.0,61.9,2.6,10.0,1.0,1.0,3.0,13.6,0.0,,2.0,10.0,2.0,10.0,0.0,0.0,7.0,66.0,
62.0,Taylor Heinicke,27.0,WAS,QB,1.0,0.0,12.0,19.0,255.0,13.4,88.0,7.3,4.6,49.0,4.1,0.0,0.0,0.0,1.0,5.3,4.0,21.1,13.0,68.4,3.0,3.0,1.0,1.0,3.0,13.0,3.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
63.0,Blaine Gabbert,31.0,TAM,QB,4.0,0.0,9.0,16.0,108.0,6.8,63.0,7.0,3.9,80.0,8.9,0.0,0.0,0.0,1.0,6.3,5.0,31.3,11.0,68.8,1.6,8.0,1.0,0.0,2.0,10.5,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,
64.0,Chris Streveler,25.0,ARI,QB,5.0,0.0,11.0,16.0,106.0,6.6,7.0,0.6,0.4,98.0,8.9,0.0,0.0,0.0,0.0,0.0,2.0,12.5,14.0,87.5,1.8,4.0,0.0,1.0,3.0,16.7,0.0,,3.0,24.0,3.0,24.0,0.0,0.0,5.0,37.0,
65.0,Robert Griffin III,30.0,BAL,QB,4.0,1.0,8.0,14.0,123.0,8.8,8.0,1.0,0.6,34.0,4.3,0.0,0.0,0.0,0.0,0.0,4.0,28.6,8.0,57.1,2.1,7.0,0.0,3.0,6.0,35.3,0.0,,4.0,48.0,0.0,0.0,4.0,48.0,4.0,8.0,
66.0,Nate Sudfeld,27.0,PHI,QB,1.0,0.0,5.0,12.0,118.0,9.8,14.0,2.8,1.2,18.0,3.6,0.0,2.0,0.0,1.0,10.0,3.0,30.0,6.0,60.0,2.3,7.0,2.0,3.0,7.0,46.7,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,
67.0,Jameis Winston,26.0,NOR,QB,4.0,0.0,7.0,11.0,51.0,4.6,14.0,2.0,1.3,61.0,8.7,0.0,0.0,0.0,0.0,0.0,3.0,27.3,7.0,63.6,2.2,5.0,1.0,1.0,4.0,28.6,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,
68.0,David Blough,25.0,DET,QB,1.0,0.0,6.0,10.0,82.0,8.2,22.0,3.7,2.2,27.0,4.5,1.0,0.0,0.0,0.0,0.0,2.0,20.0,6.0,60.0,2.9,1.0,0.0,6.0,7.0,58.3,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,
69.0,Case Keenum,32.0,CLE,QB,2.0,0.0,5.0,10.0,27.0,2.7,18.0,3.6,1.8,28.0,5.6,0.0,0.0,0.0,0.0,0.0,3.0,30.0,5.0,50.0,2.2,2.0,0.0,2.0,2.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,
70.0,Trace McSorley,25.0,BAL,QB,2.0,0.0,3.0,10.0,89.0,8.9,37.0,12.3,3.7,53.0,17.7,1.0,1.0,0.0,1.0,11.1,3.0,33.3,4.0,44.4,2.3,2.0,2.0,0.0,2.0,18.2,1.0,9.0,5.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,
71.0,Kendall Hinton,23.0,DEN,WR,1.0,0.0,1.0,9.0,134.0,14.9,-3.0,-3.0,-0.3,16.0,16.0,0.0,1.0,0.0,0.0,0.0,4.0,50.0,1.0,12.5,2.9,5.0,1.0,4.0,6.0,54.5,1.0,5.0,4.0,5.0,3.0,0.0,1.0,5.0,4.0,0.0,
72.0,Jacoby Brissett,28.0,IND,QB,11.0,0.0,2.0,8.0,65.0,8.1,-1.0,-0.5,-0.1,18.0,9.0,0.0,1.0,0.0,1.0,14.3,3.0,42.9,4.0,57.1,2.8,3.0,3.0,0.0,5.0,45.5,1.0,2.0,4.0,8.0,0.0,0.0,3.0,8.0,2.0,4.0,
73.0,Tyler Bray,29.0,CHI,QB,1.0,0.0,1.0,5.0,43.0,8.6,5.0,5.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,3.0,75.0,1.0,25.0,2.1,0.0,0.0,1.0,1.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74.0,Joshua Dobbs,25.0,PIT,QB,1.0,0.0,4.0,5.0,0.0,0.0,-11.0,-2.8,-2.2,13.0,3.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,1.5,0.0,0.0,1.0,1.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
75.0,Tyler Huntley,22.0,BAL,QB,2.0,0.0,3.0,5.0,62.0,12.4,5.0,1.7,1.0,10.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,40.0,3.0,60.0,2.1,2.0,0.0,1.0,1.0,20.0,0.0,,6.0,23.0,1.0,-1.0,5.0,24.0,1.0,-1.0,
76.0,Nathan Peterman,26.0,LVR,QB,1.0,0.0,3.0,5.0,9.0,1.8,4.0,1.3,0.8,21.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,3.0,60.0,2.6,1.0,0.0,0.0,2.0,25.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
77.0,Geno Smith,30.0,SEA,QB,1.0,0.0,4.0,5.0,25.0,5.0,19.0,4.8,3.8,14.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,80.0,2.1,4.0,0.0,1.0,2.0,33.3,0.0,,3.0,12.0,1.0,14.0,2.0,-2.0,1.0,14.0,
78.0,Jarvis Landry,28.0,CLE,WR,15.0,14.0,4.0,4.0,58.0,14.5,58.0,14.5,14.5,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,3.3,2.0,0.0,3.0,3.0,75.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,
79.0,Logan Woodside,25.0,TEN,QB,6.0,0.0,1.0,3.0,17.0,5.7,7.0,7.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.0,0.0,1.4,0.0,1.0,0.0,1.0,33.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
