Rk,Player,Age,Team,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassYds,RushAtt,RushYds,PassAtt,PassYds,Awards
80.0,Lynn Bowden Jr.,23.0,MIA,WR,10.0,4.0,1.0,2.0,17.0,8.5,-2.0,-2.0,-1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,5.1,2.0,0.0,1.0,1.0,25.0,2.0,5.5,1.0,8.0,0.0,0.0,1.0,8.0,1.0,32.0,
81.0,Tyler Boyd,26.0,CIN,WR,15.0,8.0,1.0,2.0,2.0,1.0,-6.0,-6.0,-3.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,2.7,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
82.0,Julian Edelman,34.0,NWE,WR,6.0,1.0,2.0,2.0,-2.0,-1.0,-2.0,-1.0,-1.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,
83.0,Russell Gage,24.0,ATL,WR,16.0,8.0,1.0,2.0,75.0,37.5,37.0,37.0,18.5,2.0,2.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,100.0,2.6,2.0,0.0,1.0,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
84.0,Travis Kelce,31.0,KAN,TE,15.0,15.0,1.0,2.0,-2.0,-1.0,-3.0,-3.0,-1.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"PB,AP-1,AP OPoY-4"
85.0,Jakobi Meyers,24.0,NWE,WR,14.0,9.0,2.0,2.0,37.0,18.5,37.0,18.5,18.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.4,1.0,0.0,1.0,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
86.0,Golden Tate,32.0,NYG,WR,12.0,4.0,1.0,2.0,-9.0,-4.5,-5.0,-5.0,-2.5,23.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.8,1.0,0.0,1.0,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87.0,Cedrick Wilson Jr.,25.0,DAL,WR,16.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,21.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,3.7,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,
88.0,Jamal Agnew,25.0,DET,WR,14.0,2.0,0.0,1.0,15.0,15.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
89.0,Keenan Allen,28.0,LAC,WR,14.0,13.0,0.0,1.0,15.0,15.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PB
90.0,Cole Beasley,31.0,BUF,WR,15.0,10.0,1.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,20.0,1.0,20.0,0.0,0.0,0.0,0.0,AP-2
91.0,Odell Beckham Jr.,28.0,CLE,WR,7.0,7.0,1.0,1.0,17.0,17.0,17.0,17.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92.0,Joseph Charlton,23.0,CAR,P,16.0,0.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93.0,Randall Cobb,30.0,HOU,WR,10.0,2.0,0.0,1.0,7.0,7.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,3.1,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
94.0,Jamison Crowder,27.0,NYJ,WR,12.0,7.0,1.0,1.0,27.0,27.0,27.0,27.0,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,
95.0,Riley Dixon,27.0,NYG,P,16.0,0.0,0.0,1.0,8.0,8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
96.0,Alex Erickson,28.0,CIN,WR,16.0,2.0,0.0,1.0,21.0,21.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,4.6,1.0,0.0,1.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
97.0,Jaquan Johnson,25.0,BUF,DB,14.0,0.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
98.0,Chris Jones,31.0,DAL,P,8.0,0.0,0.0,1.0,9.0,9.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
99.0,Zay Jones,25.0,LVR,WR,16.0,2.0,1.0,1.0,26.0,26.0,26.0,26.0,26.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100.0,Brett Kern,34.0,TEN,P,13.0,0.0,0.0,1.0,18.0,18.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.0,Sam Koch,38.0,BAL,P,15.0,0.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
102.0,Andy Lee,38.0,ARI,P,16.0,0.0,1.0,1.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
103.0,A.J. McCarron,30.0,HOU,QB,2.0,0.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104.0,Isaiah McKenzie,25.0,BUF,WR,16.0,7.0,1.0,1.0,-5.0,-5.0,-5.0,-5.0,-5.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
105.0,D.J. Moore,23.0,CAR,WR,15.0,14.0,0.0,1.0,6.0,6.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
106.0,Zach Pascal,26.0,IND,WR,16.0,14.0,0.0,1.0,13.0,13.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
107.0,Easton Stick,25.0,LAC,QB,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
108.0,Logan Thomas,29.0,WAS,TE,16.0,15.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,
109.0,Tommy Townsend,24.0,KAN,P,16.0,0.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
110.0,Greg Ward,25.0,PHI,WR,16.0,10.0,1.0,1.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,5.2,1.0,0.0,1.0,1.0,50.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
111.0,Sammy Watkins,27.0,KAN,WR,10.0,9.0,0.0,1.0,24.0,24.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
112.0,Isaiah Wright,23.0,WAS,WR,14.0,6.0,0.0,1.0,-3.0,-3.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,6.4,0.0,0.0,1.0,1.0,100.0,0.0,,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,
,League Average,,,,,,,,,7.9,,6.0,3.9,,5.1,,,,,4.7,,17.1,,76.1,2.4,,,,,22.7,,7.1,,,,,,,,,
